Crystal16 Data Report File,Version: 1014,,,,,,,
,,,,,,,,
,,,,,,,,
Experiment details,,,,,,,,
ExperimentNumber,0,,,,,,,
Experimentor,Mona,,,,,,,
Project,"MA-Polyvinylpyrrolidone-1,2,dichloroethane-Chlorobenzene-Nitrobenzene-n-Butyl Acetate",,,,,,,
Reactor1,"15.14 mg/ml Polyvinylpyrrolidone in 1,2,dichloroethane",2-dichloroethane,,,,,,
Reactor2,15.18 mg/ml Polyvinylpyrrolidone in Chlorobenzene,,,,,,,
Reactor3,14.8 mg/ml Polyvinylpyrrolidone in Nitrobenzene,,,,,,,
Reactor4,15.16 mg/ml Polyvinylpyrrolidone in n-Butyl Acetate,,,,,,,
,,,,,,,,
Labjournal,,,,,,,,
,,,,,,,,
,,,,,,,,
Description,,,,,,,,
polymer_ids,Polyvinylpyrrolidone:32,,,,,,,
solvent_ids,"1,2,dichloroethane:37",Chlorobenzene:10,Nitrobenzene:9,n-Butyl Acetate:40,,,,
Start of Experiment,1/25/24 12:23,,,,,,,
,,,,,,,,
Temperature Program,,,,,,,,
Block,C,,,,,,,
Heat to,20, at ,20, °C/min,,,,
Hold at,20, for ,16, sec,,,,
Tune,,,,,,,,
1/25/24 16:41,4:17:57,10,10,94,100,11,3,0
1/25/24 16:41,4:17:58,10,10,94,100,11,3,0
1/25/24 16:41,4:17:59,10,10,94,100,11,3,0
1/25/24 16:41,4:18:00,10,10,94,100,11,3,0
1/25/24 16:41,4:18:02,10,10,94,100,11,3,0
1/25/24 16:41,4:18:03,10,10,94,100,11,3,0
1/25/24 16:41,4:18:04,10,10,94,100,11,3,0
1/25/24 16:41,4:18:05,10,10,94,100,11,3,0
1/25/24 16:41,4:18:06,10,10,94,100,11,3,0
1/25/24 16:41,4:18:07,10,10,94,100,11,3,0
1/25/24 16:41,4:18:08,10,10,94,100,11,3,0
1/25/24 16:41,4:18:09,10,10,94,100,11,3,0
1/25/24 16:41,4:18:11,10,10,94,100,11,3,0
1/25/24 16:41,4:18:12,10,10,94,100,11,3,0
1/25/24 16:41,4:18:13,10,10,94,100,11,3,0
1/25/24 16:41,4:18:14,10,10,94,100,11,3,0
1/25/24 16:41,4:18:15,10,10,94,100,11,3,0
1/25/24 16:41,4:18:16,10,10,94,100,11,3,0
1/25/24 16:41,4:18:17,10,10,94,100,11,3,0
1/25/24 16:41,4:18:18,10,10,94,100,11,3,0
1/25/24 16:41,4:18:19,10,10,94,100,11,3,0
1/25/24 16:41,4:18:20,10,10,95,100,11,3,0
1/25/24 16:41,4:18:21,10,10,95,100,11,3,0
1/25/24 16:41,4:18:22,10,10,94,100,11,3,0
1/25/24 16:41,4:18:23,10,10,94,100,11,3,0
1/25/24 16:41,4:18:24,10,10,94,100,11,4,0
1/25/24 16:41,4:18:25,10,10,94,100,11,3,0
1/25/24 16:41,4:18:26,10,10,94,100,11,3,0
1/25/24 16:41,4:18:28,10,10,95,100,11,3,0
1/25/24 16:41,4:18:30,10,10,95,100,11,3,0
1/25/24 16:41,4:18:31,10,10,95,100,11,3,0
1/25/24 16:41,4:18:32,10,10,95,100,11,3,0
1/25/24 16:42,4:18:33,10,10,95,100,11,3,0
1/25/24 16:42,4:18:34,10,10,95,100,11,3,0
1/25/24 16:42,4:18:35,10,10,95,100,11,3,0
1/25/24 16:42,4:18:36,10,10,95,100,11,3,0
1/25/24 16:42,4:18:37,10,10,95,100,11,3,0
1/25/24 16:42,4:18:38,10,10,95,100,11,3,0
1/25/24 16:42,4:18:39,10,10,95,100,11,3,0
1/25/24 16:42,4:18:40,10,10,95,100,11,3,0
1/25/24 16:42,4:18:41,10,10,95,100,11,3,0
1/25/24 16:42,4:18:42,10,10,95,100,11,3,0
1/25/24 16:42,4:18:43,10,10,95,100,11,3,0
1/25/24 16:42,4:18:44,10,10,95,100,11,3,0
1/25/24 16:42,4:18:45,10,10,95,100,11,3,0
1/25/24 16:42,4:18:46,10,10,95,100,11,3,0
1/25/24 16:42,4:18:47,10,10,95,100,11,3,0
1/25/24 16:42,4:18:48,10,10,95,100,11,3,0
1/25/24 16:42,4:18:49,10,10,95,100,11,3,0
1/25/24 16:42,4:18:50,10,10,95,100,11,3,0
1/25/24 16:42,4:18:51,10,10,95,100,11,3,0
1/25/24 16:42,4:18:52,10,10,95,100,11,3,0
1/25/24 16:42,4:18:53,10,10,95,100,11,3,0
1/25/24 16:42,4:18:54,10,10,95,100,11,3,0
1/25/24 16:42,4:18:55,10,10,95,100,11,3,0
1/25/24 16:42,4:18:56,10,10,95,100,11,3,0
1/25/24 16:42,4:18:57,10,10,95,100,11,3,0
1/25/24 16:42,4:18:58,10,10,95,100,11,3,0
1/25/24 16:42,4:18:59,10,10,95,100,11,3,0
1/25/24 16:42,4:19:00,10,10,95,100,11,3,0
1/25/24 16:42,4:19:01,10,10,95,100,11,3,0
1/25/24 16:42,4:19:02,10,10,95,100,11,3,0
1/25/24 16:42,4:19:03,10,10,95,100,11,3,0
1/25/24 16:42,4:19:04,10,10,95,100,11,3,0
1/25/24 16:42,4:19:05,10,10,95,100,11,3,0
1/25/24 16:42,4:19:06,10,10,95,100,11,3,0
1/25/24 16:42,4:19:07,10,10,95,100,11,3,0
1/25/24 16:42,4:19:08,10,10,95,100,11,3,0
1/25/24 16:42,4:19:10,10,10,95,100,11,3,0
1/25/24 16:42,4:19:11,10,10,95,100,11,3,0
1/25/24 16:42,4:19:12,10,10,96,100,11,3,0
1/25/24 16:42,4:19:13,10,10,95,100,11,3,0
1/25/24 16:42,4:19:14,10,10,95,100,11,3,0
1/25/24 16:42,4:19:15,10,10,96,100,11,3,0
1/25/24 16:42,4:19:16,10,10,95,100,11,3,0
1/25/24 16:42,4:19:17,10,10,96,100,11,3,0
1/25/24 16:42,4:19:18,10,10,95,100,11,3,0
1/25/24 16:42,4:19:19,10,10,96,100,11,3,0
1/25/24 16:42,4:19:20,10,10,96,100,11,3,0
1/25/24 16:42,4:19:21,10,10,96,100,11,3,0
1/25/24 16:42,4:19:22,10,10,96,100,11,3,0
1/25/24 16:42,4:19:24,10,10,96,100,11,3,0
1/25/24 16:42,4:19:26,10,10,96,100,11,3,0
1/25/24 16:42,4:19:27,10,10,96,100,11,3,0
1/25/24 16:42,4:19:28,10,10,96,100,11,3,0
1/25/24 16:42,4:19:29,10,10,96,100,11,3,0
1/25/24 16:42,4:19:30,10,10,96,100,11,3,0
1/25/24 16:42,4:19:32,10,10,96,100,11,3,0
1/25/24 16:43,4:19:33,10,10,96,100,11,3,0
1/25/24 16:43,4:19:34,10,10,96,100,11,3,0
1/25/24 16:43,4:19:35,10,10,96,100,11,3,0
1/25/24 16:43,4:19:36,10,10,96,100,11,3,0
1/25/24 16:43,4:19:38,10,10,96,100,11,3,0
1/25/24 16:43,4:19:39,10,10,96,100,11,3,0
1/25/24 16:43,4:19:40,10,10,96,100,11,3,0
1/25/24 16:43,4:19:41,10,10,97,100,11,3,0
1/25/24 16:43,4:19:42,10,10,96,100,11,3,0
1/25/24 16:43,4:19:43,10,10,96,100,11,3,0
1/25/24 16:43,4:19:44,10,10,96,100,11,3,0
1/25/24 16:43,4:19:45,10,10,97,100,11,3,0
1/25/24 16:43,4:19:46,10,10,97,100,11,3,0
1/25/24 16:43,4:19:47,10,10,97,100,11,3,0
1/25/24 16:43,4:19:48,10,10,97,100,11,3,0
1/25/24 16:43,4:19:49,10,10,96,100,11,3,0
1/25/24 16:43,4:19:50,10,10,97,100,11,3,0
1/25/24 16:43,4:19:51,10,10,96,100,11,3,0
1/25/24 16:43,4:19:52,10,10,97,100,11,3,0
1/25/24 16:43,4:19:53,10,10,97,100,11,3,0
1/25/24 16:43,4:19:54,10,10,97,100,11,3,0
1/25/24 16:43,4:19:55,10,10,97,100,11,3,0
1/25/24 16:43,4:19:56,10,10,97,100,11,3,0
1/25/24 16:43,4:19:57,10,10,96,100,11,3,0
1/25/24 16:43,4:19:58,10,10,97,100,11,3,0
1/25/24 16:43,4:19:59,10,10,97,100,11,3,0
1/25/24 16:43,4:20:00,10,10,97,100,11,3,0
1/25/24 16:43,4:20:01,10,10,97,100,11,3,0
1/25/24 16:43,4:20:02,10,10,97,100,11,3,0
1/25/24 16:43,4:20:03,10,10,97,100,11,3,0
1/25/24 16:43,4:20:04,10,10,97,100,11,3,0
1/25/24 16:43,4:20:05,10,10,97,100,11,3,0
1/25/24 16:43,4:20:06,10,10,97,100,11,3,0
1/25/24 16:43,4:20:07,10,10,97,100,11,3,0
1/25/24 16:43,4:20:08,10,10,97,100,11,3,0
1/25/24 16:43,4:20:09,10,10,97,100,11,3,0
1/25/24 16:43,4:20:10,10,10,97,100,11,3,0
1/25/24 16:43,4:20:11,10,10,97,100,11,3,0
1/25/24 16:43,4:20:12,10,10,97,100,11,3,0
1/25/24 16:43,4:20:13,10,10,97,100,11,3,0
1/25/24 16:43,4:20:14,10,10,97,100,11,3,0
1/25/24 16:43,4:20:15,10,10,97,100,11,3,0
1/25/24 16:43,4:20:16,10,10,97,100,11,3,0
1/25/24 16:43,4:20:17,10,10,97,100,11,3,0
1/25/24 16:43,4:20:18,10,10,97,100,11,3,0
1/25/24 16:43,4:20:19,10,10,97,100,11,3,0
1/25/24 16:43,4:20:20,10,10,97,100,11,3,0
1/25/24 16:43,4:20:21,10,10,97,100,11,3,0
1/25/24 16:43,4:20:22,10,10,97,100,11,3,0
1/25/24 16:43,4:20:23,10,10,97,100,11,3,0
1/25/24 16:43,4:20:24,10,10,97,100,11,3,0
1/25/24 16:43,4:20:25,10,10,97,100,11,3,0
1/25/24 16:43,4:20:26,10,10,97,100,11,3,0
1/25/24 16:43,4:20:28,10,10,97,100,11,3,0
1/25/24 16:43,4:20:29,10,10,97,100,11,3,0
1/25/24 16:43,4:20:30,10,10,97,100,11,3,0
1/25/24 16:43,4:20:31,10,10,97,100,11,3,0
1/25/24 16:43,4:20:32,10,10,97,100,11,3,0
1/25/24 16:44,4:20:33,10,10,97,100,11,3,0
1/25/24 16:44,4:20:35,10,10,97,100,11,3,0
1/25/24 16:44,4:20:36,10,10,97,100,11,3,0
1/25/24 16:44,4:20:37,10,10,97,100,11,3,0
1/25/24 16:44,4:20:38,10,10,98,100,11,3,0
1/25/24 16:44,4:20:39,10,10,97,100,11,3,0
1/25/24 16:44,4:20:40,10,10,97,100,11,3,0
1/25/24 16:44,4:20:42,10,10,97,100,11,3,0
1/25/24 16:44,4:20:43,10,10,97,100,11,3,0
1/25/24 16:44,4:20:44,10,10,97,100,11,3,0
1/25/24 16:44,4:20:45,10,10,98,100,11,3,0
1/25/24 16:44,4:20:46,10,10,97,100,11,3,0
1/25/24 16:44,4:20:48,10,10,97,100,11,3,0
1/25/24 16:44,4:20:49,10,10,98,100,11,3,0
1/25/24 16:44,4:20:50,10,10,97,100,11,3,0
1/25/24 16:44,4:20:51,10,10,97,100,11,3,0
1/25/24 16:44,4:20:52,10,10,98,100,11,3,0
1/25/24 16:44,4:20:53,10,10,98,100,11,3,0
1/25/24 16:44,4:20:54,10,10,98,100,11,3,0
1/25/24 16:44,4:20:55,10,10,98,100,11,3,0
1/25/24 16:44,4:20:57,10,10,98,100,11,3,0
1/25/24 16:44,4:20:58,10,10,98,100,11,3,0
1/25/24 16:44,4:20:59,10,10,98,100,11,3,0
1/25/24 16:44,4:21:00,10,10,98,100,11,3,0
1/25/24 16:44,4:21:01,10,10,98,100,11,3,0
1/25/24 16:44,4:21:02,10,10,98,100,11,3,0
1/25/24 16:44,4:21:03,10,10,98,100,11,3,0
1/25/24 16:44,4:21:04,10,10,98,100,11,3,0
1/25/24 16:44,4:21:06,10,10,98,100,11,3,0
1/25/24 16:44,4:21:07,10,10,98,100,11,3,0
1/25/24 16:44,4:21:08,10,10,98,100,11,3,0
1/25/24 16:44,4:21:09,10,10,98,100,11,3,0
1/25/24 16:44,4:21:10,10,10,98,100,11,3,0
1/25/24 16:44,4:21:11,10,10,98,100,11,3,0
1/25/24 16:44,4:21:12,10,10,98,100,11,3,0
1/25/24 16:44,4:21:13,10,10,98,100,11,3,0
1/25/24 16:44,4:21:14,10,10,98,100,11,3,0
1/25/24 16:44,4:21:15,10,10,98,100,11,3,0
1/25/24 16:44,4:21:16,10,10,98,100,11,3,0
1/25/24 16:44,4:21:17,10,10,98,100,11,3,0
1/25/24 16:44,4:21:18,10,10,98,100,11,3,0
1/25/24 16:44,4:21:19,10,10,98,100,11,3,0
1/25/24 16:44,4:21:20,10,10,98,100,11,3,0
1/25/24 16:44,4:21:21,10,10,98,100,11,3,0
1/25/24 16:44,4:21:22,10,10,98,100,11,3,0
1/25/24 16:44,4:21:23,10,10,98,100,11,3,0
1/25/24 16:44,4:21:24,10,10,98,100,11,3,0
1/25/24 16:44,4:21:25,10,10,98,100,11,3,0
1/25/24 16:44,4:21:26,10,10,98,100,11,3,0
1/25/24 16:44,4:21:27,10,10,98,100,11,3,0
1/25/24 16:44,4:21:28,10,10,98,100,11,3,0
1/25/24 16:44,4:21:29,10,10,98,100,11,3,0
1/25/24 16:44,4:21:30,10,10,98,100,11,3,0
1/25/24 16:44,4:21:31,10,10,98,100,11,3,0
1/25/24 16:44,4:21:32,10,10,98,100,11,3,0
1/25/24 16:45,4:21:33,10,10,98,100,11,3,0
1/25/24 16:45,4:21:34,10,10,98,100,11,3,0
1/25/24 16:45,4:21:35,10,10,98,100,11,3,0
1/25/24 16:45,4:21:36,10,10,98,100,11,3,0
1/25/24 16:45,4:21:37,10,10,98,100,11,3,0
1/25/24 16:45,4:21:39,10,10,98,100,11,3,0
1/25/24 16:45,4:21:40,10,10,98,100,11,3,0
1/25/24 16:45,4:21:41,10,10,98,100,11,3,0
1/25/24 16:45,4:21:42,10,10,98,100,11,3,0
1/25/24 16:45,4:21:43,10,10,98,100,11,3,0
1/25/24 16:45,4:21:44,10,10,98,100,11,3,0
1/25/24 16:45,4:21:45,10,10,98,100,11,3,0
1/25/24 16:45,4:21:46,10,10,98,100,11,3,0
1/25/24 16:45,4:21:48,10,10,98,100,11,3,0
1/25/24 16:45,4:21:49,10,10,98,100,11,3,0
1/25/24 16:45,4:21:50,10,10,98,100,11,3,0
1/25/24 16:45,4:21:51,10,10,98,100,11,3,0
1/25/24 16:45,4:21:52,10,10,98,100,11,3,0
1/25/24 16:45,4:21:53,10,10,98,100,11,3,0
1/25/24 16:45,4:21:54,10,10,99,100,11,3,0
1/25/24 16:45,4:21:55,10,10,99,100,11,3,0
1/25/24 16:45,4:21:57,10,10,98,100,11,3,0
1/25/24 16:45,4:21:58,10,10,99,100,11,3,0
1/25/24 16:45,4:21:59,10,10,98,100,11,3,0
1/25/24 16:45,4:22:00,10,10,98,100,11,3,0
1/25/24 16:45,4:22:01,10,10,98,100,11,3,0
1/25/24 16:45,4:22:02,10,10,99,100,11,3,0
1/25/24 16:45,4:22:03,10,10,98,100,11,3,0
1/25/24 16:45,4:22:04,10,10,99,100,11,3,0
1/25/24 16:45,4:22:05,10,10,99,100,11,3,0
1/25/24 16:45,4:22:06,10,10,99,100,11,3,0
1/25/24 16:45,4:22:07,10,10,98,100,11,3,0
1/25/24 16:45,4:22:08,10,10,99,100,11,3,0
1/25/24 16:45,4:22:09,10,10,99,100,11,3,0
1/25/24 16:45,4:22:10,10,10,99,100,11,3,0
1/25/24 16:45,4:22:11,10,10,99,100,11,3,0
1/25/24 16:45,4:22:12,10,10,99,100,11,3,0
1/25/24 16:45,4:22:13,10,10,99,100,11,3,0
1/25/24 16:45,4:22:14,10,10,99,100,11,3,0
1/25/24 16:45,4:22:15,10,10,99,100,11,3,0
1/25/24 16:45,4:22:16,10,10,99,100,11,3,0
1/25/24 16:45,4:22:17,10,10,99,100,11,3,0
1/25/24 16:45,4:22:18,10,10,99,100,11,3,0
1/25/24 16:45,4:22:19,10,10,99,100,11,3,0
1/25/24 16:45,4:22:20,10,10,99,100,11,3,0
1/25/24 16:45,4:22:21,10,10,99,100,11,3,0
1/25/24 16:45,4:22:22,10,10,99,100,11,3,0
1/25/24 16:45,4:22:23,10,10,99,100,11,3,0
1/25/24 16:45,4:22:24,10,10,99,100,11,3,0
1/25/24 16:45,4:22:26,10,10,99,100,11,3,0
1/25/24 16:45,4:22:27,10,10,99,100,11,3,0
1/25/24 16:45,4:22:28,10,10,99,100,11,3,0
1/25/24 16:45,4:22:29,10,10,99,100,11,3,0
1/25/24 16:45,4:22:30,10,10,99,100,11,3,0
1/25/24 16:45,4:22:31,10,10,99,100,11,3,0
1/25/24 16:45,4:22:32,10,10,99,100,11,3,0
1/25/24 16:46,4:22:33,10,10,99,100,11,3,0
1/25/24 16:46,4:22:34,10,10,99,100,11,3,0
1/25/24 16:46,4:22:35,10,10,99,100,11,3,0
1/25/24 16:46,4:22:36,10,10,100,100,11,3,0
1/25/24 16:46,4:22:37,10,10,99,100,11,3,0
1/25/24 16:46,4:22:38,10,10,100,100,11,3,0
1/25/24 16:46,4:22:39,10,10,99,100,11,3,0
1/25/24 16:46,4:22:40,10,10,99,100,11,3,0
1/25/24 16:46,4:22:41,10,10,100,100,11,3,0
1/25/24 16:46,4:22:42,10,10,100,100,11,3,0
1/25/24 16:46,4:22:43,10,10,99,100,11,3,0
1/25/24 16:46,4:22:44,10,10,100,100,11,3,0
1/25/24 16:46,4:22:45,10,10,100,100,11,3,0
1/25/24 16:46,4:22:46,10,10,100,100,11,3,0
1/25/24 16:46,4:22:47,10,10,100,100,11,3,0
1/25/24 16:46,4:22:48,10,10,100,100,11,3,0
1/25/24 16:46,4:22:49,10,10,100,100,11,3,0
1/25/24 16:46,4:22:50,10,10,100,100,11,3,0
1/25/24 16:46,4:22:51,10,10,100,100,11,3,0
1/25/24 16:46,4:22:53,10,10,100,100,11,3,0
1/25/24 16:46,4:22:54,10,10,100,100,11,3,0
1/25/24 16:46,4:22:55,10,10,100,100,11,3,0
1/25/24 16:46,4:22:56,10,10,100,100,11,3,0
1/25/24 16:46,4:22:58,10,10,100,100,11,3,0
1/25/24 16:46,4:22:59,10,10,100,100,11,3,0
1/25/24 16:46,4:23:00,10,10,100,100,11,3,0
1/25/24 16:46,4:23:01,10,10,100,100,11,3,0
1/25/24 16:46,4:23:02,10,10,100,100,11,3,0
1/25/24 16:46,4:23:03,10,10,100,100,11,3,0
1/25/24 16:46,4:23:05,10,10,100,100,11,3,0
1/25/24 16:46,4:23:06,10,10,100,100,11,3,0
1/25/24 16:46,4:23:07,10,10,100,100,11,3,0
1/25/24 16:46,4:23:08,10,10,100,100,11,3,0
1/25/24 16:46,4:23:09,10,10,100,100,11,3,0
1/25/24 16:46,4:23:10,10,10,100,100,11,3,0
1/25/24 16:46,4:23:11,10,10,100,100,11,3,0
1/25/24 16:46,4:23:12,10,10,100,100,11,3,0
1/25/24 16:46,4:23:13,10,10,100,100,11,3,0
1/25/24 16:46,4:23:14,10,10,100,100,11,3,0
1/25/24 16:46,4:23:15,10,10,100,100,11,3,0
1/25/24 16:46,4:23:16,10,10,100,100,11,3,0
1/25/24 16:46,4:23:17,10,10,100,100,11,3,0
1/25/24 16:46,4:23:19,10,10,100,100,11,3,0
1/25/24 16:46,4:23:20,10,10,100,100,11,3,0
1/25/24 16:46,4:23:21,10,10,100,100,11,3,0
1/25/24 16:46,4:23:22,10,10,100,100,11,3,0
1/25/24 16:46,4:23:23,10,10,100,100,11,3,0
1/25/24 16:46,4:23:24,10,10,100,100,11,3,0
1/25/24 16:46,4:23:25,10,10,100,100,11,3,0
1/25/24 16:46,4:23:26,10,10,100,100,11,3,0
1/25/24 16:46,4:23:27,10,10,100,100,11,3,0
1/25/24 16:46,4:23:28,10,10,100,100,11,3,0
1/25/24 16:46,4:23:30,10,10,100,100,11,3,0
1/25/24 16:46,4:23:31,10,10,100,100,11,3,0
1/25/24 16:46,4:23:32,10,10,100,100,11,3,0
1/25/24 16:47,4:23:33,10,10,100,100,11,3,0
1/25/24 16:47,4:23:35,10,10,100,100,11,3,0
1/25/24 16:47,4:23:36,10,10,100,100,11,3,0
1/25/24 16:47,4:23:37,10,10,100,100,11,3,0
1/25/24 16:47,4:23:38,10,10,100,100,11,3,0
1/25/24 16:47,4:23:39,10,10,100,100,11,3,0
1/25/24 16:47,4:23:40,10,10,100,100,11,3,0
1/25/24 16:47,4:23:41,10,10,100,100,11,3,0
1/25/24 16:47,4:23:42,10,10,100,100,11,3,0
1/25/24 16:47,4:23:43,10,10,100,100,11,3,0
1/25/24 16:47,4:23:44,10,10,100,100,11,3,0
1/25/24 16:47,4:23:45,10,10,100,100,11,3,0
1/25/24 16:47,4:23:46,10,10,100,100,11,3,0
1/25/24 16:47,4:23:47,10,10,100,100,11,3,0
1/25/24 16:47,4:23:48,10,10,100,100,11,3,0
1/25/24 16:47,4:23:49,10,10,100,100,11,3,0
1/25/24 16:47,4:23:51,10,10,100,100,11,3,0
1/25/24 16:47,4:23:52,10,10,100,100,11,3,0
1/25/24 16:47,4:23:53,10,10,100,100,11,3,0
1/25/24 16:47,4:23:54,10,10,100,100,11,3,0
1/25/24 16:47,4:23:55,10,10,100,100,11,3,0
1/25/24 16:47,4:23:56,10,10,100,100,11,3,0
1/25/24 16:47,4:23:57,10,10,100,100,11,3,0
1/25/24 16:47,4:23:58,10,10,100,100,11,3,0
1/25/24 16:47,4:23:59,10,10,100,100,11,3,0
1/25/24 16:47,4:24:00,10,10,100,100,11,3,0
1/25/24 16:47,4:24:01,10,10,100,100,11,3,0
1/25/24 16:47,4:24:02,10,10,100,100,11,3,0
1/25/24 16:47,4:24:03,10,10,100,100,11,3,0
1/25/24 16:47,4:24:04,10,10,100,100,11,3,0
1/25/24 16:47,4:24:05,10,10,100,100,11,3,0
1/25/24 16:47,4:24:06,10,10,100,100,11,3,0
1/25/24 16:47,4:24:08,10,10,100,100,11,3,0
1/25/24 16:47,4:24:09,10,10,100,100,11,3,0
1/25/24 16:47,4:24:10,10,10,100,100,11,3,0
1/25/24 16:47,4:24:12,10,10,100,100,11,3,0
1/25/24 16:47,4:24:13,10,10,100,100,11,3,0
1/25/24 16:47,4:24:14,10,10,100,100,11,3,0
1/25/24 16:47,4:24:15,10,10,100,100,11,3,0
1/25/24 16:47,4:24:16,10,10,100,100,11,3,0
1/25/24 16:47,4:24:17,10,10,100,100,11,3,0
1/25/24 16:47,4:24:18,10,10,100,100,11,3,0
1/25/24 16:47,4:24:19,10,10,100,100,11,3,0
1/25/24 16:47,4:24:20,10,10,100,100,11,3,0
1/25/24 16:47,4:24:21,10,10,100,100,11,3,0
1/25/24 16:47,4:24:22,10,10,100,100,11,3,0
1/25/24 16:47,4:24:23,10,10,100,100,11,3,0
1/25/24 16:47,4:24:24,10,10,100,100,11,3,0
1/25/24 16:47,4:24:25,10,10,100,100,11,3,0
1/25/24 16:47,4:24:26,10,10,100,100,11,3,0
1/25/24 16:47,4:24:27,10,10,100,100,11,3,0
1/25/24 16:47,4:24:28,10,10,100,100,11,3,0
1/25/24 16:47,4:24:29,10,10,100,100,11,3,0
1/25/24 16:47,4:24:30,10,10,100,100,11,3,0
1/25/24 16:47,4:24:31,10,10,100,100,11,3,0
1/25/24 16:47,4:24:32,10,10,100,100,11,3,0
1/25/24 16:48,4:24:33,10,10,100,100,11,3,0
1/25/24 16:48,4:24:35,10,10,100,100,11,3,0
1/25/24 16:48,4:24:36,10,10,100,100,11,3,0
1/25/24 16:48,4:24:37,10,10,100,100,11,3,0
1/25/24 16:48,4:24:38,10,10,100,100,11,3,0
1/25/24 16:48,4:24:39,10,10,100,100,11,3,0
1/25/24 16:48,4:24:40,10,10,100,100,11,3,0
1/25/24 16:48,4:24:42,10,10,100,100,11,3,0
1/25/24 16:48,4:24:43,10,10,100,100,11,3,0
1/25/24 16:48,4:24:44,10,10,100,100,11,3,0
1/25/24 16:48,4:24:45,10,10,100,100,11,3,0
1/25/24 16:48,4:24:46,10,10,100,100,11,3,0
1/25/24 16:48,4:24:47,10,10,100,100,11,3,0
1/25/24 16:48,4:24:48,10,10,100,100,11,3,0
1/25/24 16:48,4:24:49,10,10,100,100,11,3,0
1/25/24 16:48,4:24:50,10,10,100,100,11,3,0
1/25/24 16:48,4:24:51,10,10,100,100,11,3,0
1/25/24 16:48,4:24:52,10,10,100,100,11,3,0
1/25/24 16:48,4:24:53,10,10,100,100,11,3,0
1/25/24 16:48,4:24:54,10,10,100,100,11,3,0
1/25/24 16:48,4:24:55,10,10,100,100,11,3,0
1/25/24 16:48,4:24:56,10,10,100,100,11,3,0
1/25/24 16:48,4:24:57,10,10,100,100,11,3,0
1/25/24 16:48,4:24:58,10,10,100,100,11,3,0
1/25/24 16:48,4:24:59,10,10,100,100,11,3,0
1/25/24 16:48,4:25:00,10,10,100,100,11,3,0
1/25/24 16:48,4:25:01,10,10,100,100,11,3,0
1/25/24 16:48,4:25:02,10,10,100,100,11,3,0
1/25/24 16:48,4:25:03,10,10,100,100,11,3,0
1/25/24 16:48,4:25:04,10,10,100,100,11,3,0
1/25/24 16:48,4:25:05,10,10,100,100,11,3,0
1/25/24 16:48,4:25:06,10,10,100,100,11,3,0
1/25/24 16:48,4:25:08,10,10,100,100,11,3,0
1/25/24 16:48,4:25:09,10,10,100,100,11,3,0
1/25/24 16:48,4:25:10,10,10,100,100,11,3,0
1/25/24 16:48,4:25:12,10,10,100,100,11,3,0
1/25/24 16:48,4:25:13,10,10,100,100,11,3,0
1/25/24 16:48,4:25:14,10,10,100,100,11,3,0
1/25/24 16:48,4:25:15,10,10,100,100,11,3,0
1/25/24 16:48,4:25:16,10,10,100,100,11,3,0
1/25/24 16:48,4:25:17,10,10,100,100,11,3,0
1/25/24 16:48,4:25:18,10,10,100,100,11,3,0
1/25/24 16:48,4:25:19,10,10,100,100,11,3,0
1/25/24 16:48,4:25:21,10,10,100,100,11,3,0
1/25/24 16:48,4:25:22,10,10,100,100,11,3,0
1/25/24 16:48,4:25:23,10,10,100,100,11,3,0
1/25/24 16:48,4:25:26,10,10,100,100,11,3,0
1/25/24 16:48,4:25:27,10,10,100,100,11,3,0
1/25/24 16:48,4:25:28,10,10,100,100,11,3,0
1/25/24 16:48,4:25:29,10,10,100,100,11,3,0
1/25/24 16:48,4:25:30,10,10,100,100,11,3,0
1/25/24 16:48,4:25:31,10,10,100,100,11,3,0
1/25/24 16:48,4:25:32,10,10,100,100,11,3,0
1/25/24 16:49,4:25:33,10,10,100,100,11,3,0
1/25/24 16:49,4:25:34,10,10,100,100,11,3,0
1/25/24 16:49,4:25:35,10,10,100,100,11,3,0
1/25/24 16:49,4:25:36,10,10,100,100,11,3,0
1/25/24 16:49,4:25:37,10,10,100,100,11,3,0
1/25/24 16:49,4:25:38,10,10,100,100,11,3,0
1/25/24 16:49,4:25:39,10,10,100,100,11,3,0
1/25/24 16:49,4:25:40,10,10,100,100,11,3,0
1/25/24 16:49,4:25:41,10,10,100,100,11,3,0
1/25/24 16:49,4:25:44,10,10,100,100,11,3,0
1/25/24 16:49,4:25:45,10,10,100,100,11,3,0
1/25/24 16:49,4:25:46,10,10,100,100,11,3,0
1/25/24 16:49,4:25:47,10,10,100,100,11,3,0
1/25/24 16:49,4:25:48,10,10,100,100,11,3,0
1/25/24 16:49,4:25:49,10,10,100,100,11,3,0
1/25/24 16:49,4:25:50,10,10,100,100,11,3,0
1/25/24 16:49,4:25:51,10,10,100,100,11,3,0
1/25/24 16:49,4:25:52,10,10,100,100,11,3,0
1/25/24 16:49,4:25:53,10,10,100,100,11,3,0
1/25/24 16:49,4:25:54,10,10,100,100,11,3,0
1/25/24 16:49,4:25:55,10,10,100,100,11,3,0
1/25/24 16:49,4:25:56,10,10,100,100,11,3,0
1/25/24 16:49,4:25:57,10,10,100,100,11,3,0
1/25/24 16:49,4:25:58,10,10,100,100,11,3,0
1/25/24 16:49,4:26:01,10,10,100,100,11,3,0
