Crystal16 Data Report File,Version: 1014,,,,,,,
,,,,,,,,
,,,,,,,,
Experiment details,,,,,,,,
ExperimentNumber,0,,,,,,,
Experimentor,Mona,,,,,,,
Project,"MA-Polyvinylpyrrolidone-1,2,dichloroethane-Chlorobenzene-Nitrobenzene-n-Butyl Acetate",,,,,,,
Reactor1,"15.14 mg/ml Polyvinylpyrrolidone in 1,2,dichloroethane",2-dichloroethane,,,,,,
Reactor2,15.18 mg/ml Polyvinylpyrrolidone in Chlorobenzene,,,,,,,
Reactor3,14.8 mg/ml Polyvinylpyrrolidone in Nitrobenzene,,,,,,,
Reactor4,15.16 mg/ml Polyvinylpyrrolidone in n-Butyl Acetate,,,,,,,
,,,,,,,,
Labjournal,,,,,,,,
,,,,,,,,
,,,,,,,,
Description,,,,,,,,
polymer_ids,Polyvinylpyrrolidone:32,,,,,,,
solvent_ids,"1,2,dichloroethane:37",Chlorobenzene:10,Nitrobenzene:9,n-Butyl Acetate:40,,,,
Start of Experiment,1/25/24 12:23,,,,,,,
,,,,,,,,
Temperature Program,,,,,,,,
Block,C,,,,,,,
Heat to,20, at ,20, °C/min,,,,
Hold at,20, for ,16, sec,,,,
Tune,,,,,,,,
1/25/24 16:33,4:09:53,10,10,79,100,11,3,0
1/25/24 16:33,4:09:54,10,10,79,100,11,3,0
1/25/24 16:33,4:09:55,10,10,79,100,11,3,0
1/25/24 16:33,4:09:56,10,10,79,100,11,3,0
1/25/24 16:33,4:09:57,10,10,79,100,11,3,0
1/25/24 16:33,4:09:58,10,10,79,100,11,3,0
1/25/24 16:33,4:09:59,10,10,79,100,11,3,0
1/25/24 16:33,4:10:00,10,10,79,100,11,3,0
1/25/24 16:33,4:10:01,10,10,79,100,11,3,0
1/25/24 16:33,4:10:02,10,10,79,100,11,3,0
1/25/24 16:33,4:10:03,10,10,79,100,11,3,0
1/25/24 16:33,4:10:04,10,10,79,100,11,3,0
1/25/24 16:33,4:10:05,10,10,79,100,11,3,0
1/25/24 16:33,4:10:06,10,10,79,100,11,4,0
1/25/24 16:33,4:10:07,10,10,80,100,11,3,0
1/25/24 16:33,4:10:08,10,10,80,100,11,3,0
1/25/24 16:33,4:10:09,10,10,80,100,11,3,0
1/25/24 16:33,4:10:11,10,10,80,100,11,3,0
1/25/24 16:33,4:10:12,10,10,80,100,11,3,0
1/25/24 16:33,4:10:13,10,10,80,100,11,3,0
1/25/24 16:33,4:10:14,10,10,80,100,11,3,0
1/25/24 16:33,4:10:15,10,10,80,100,11,4,0
1/25/24 16:33,4:10:16,10,10,80,100,11,3,0
1/25/24 16:33,4:10:17,10,10,80,100,11,3,0
1/25/24 16:33,4:10:18,10,10,80,100,11,3,0
1/25/24 16:33,4:10:19,10,10,80,100,11,3,0
1/25/24 16:33,4:10:20,10,10,80,100,11,3,0
1/25/24 16:33,4:10:21,10,10,80,100,11,3,0
1/25/24 16:33,4:10:22,10,10,80,100,11,3,0
1/25/24 16:33,4:10:23,10,10,80,100,11,3,0
1/25/24 16:33,4:10:24,10,10,80,100,11,3,0
1/25/24 16:33,4:10:26,10,10,80,100,11,3,0
1/25/24 16:33,4:10:27,10,10,80,100,11,3,0
1/25/24 16:33,4:10:28,10,10,80,100,11,3,0
1/25/24 16:33,4:10:29,10,10,80,100,11,3,0
1/25/24 16:33,4:10:30,10,10,80,100,11,3,0
1/25/24 16:33,4:10:31,10,10,80,100,11,3,0
1/25/24 16:33,4:10:32,10,10,80,100,11,3,0
1/25/24 16:34,4:10:33,10,10,80,100,11,3,0
1/25/24 16:34,4:10:34,10,10,80,100,11,3,0
1/25/24 16:34,4:10:35,10,10,80,100,11,3,0
1/25/24 16:34,4:10:36,10,10,80,100,11,3,0
1/25/24 16:34,4:10:37,10,10,81,100,11,3,0
1/25/24 16:34,4:10:38,10,10,81,100,11,3,0
1/25/24 16:34,4:10:39,10,10,81,100,11,3,0
1/25/24 16:34,4:10:40,10,10,81,100,11,3,0
1/25/24 16:34,4:10:41,10,10,81,100,11,3,0
1/25/24 16:34,4:10:42,10,10,81,100,11,3,0
1/25/24 16:34,4:10:43,10,10,81,100,11,3,0
1/25/24 16:34,4:10:44,10,10,81,100,11,3,0
1/25/24 16:34,4:10:45,10,10,81,100,11,3,0
1/25/24 16:34,4:10:46,10,10,81,100,11,3,0
1/25/24 16:34,4:10:47,10,10,81,100,11,3,0
1/25/24 16:34,4:10:48,10,10,81,100,11,3,0
1/25/24 16:34,4:10:49,10,10,81,100,11,3,0
1/25/24 16:34,4:10:50,10,10,81,100,11,3,0
1/25/24 16:34,4:10:51,10,10,82,100,11,3,0
1/25/24 16:34,4:10:52,10,10,81,100,11,4,0
1/25/24 16:34,4:10:53,10,10,81,100,11,3,0
1/25/24 16:34,4:10:54,10,10,82,100,11,3,0
1/25/24 16:34,4:10:55,10,10,82,100,11,3,0
1/25/24 16:34,4:10:56,10,10,82,100,11,3,0
1/25/24 16:34,4:10:57,10,10,82,100,11,3,0
1/25/24 16:34,4:10:58,10,10,82,100,11,3,0
1/25/24 16:34,4:10:59,10,10,82,100,11,3,0
1/25/24 16:34,4:11:01,10,10,82,100,11,3,0
1/25/24 16:34,4:11:02,10,10,82,100,11,3,0
1/25/24 16:34,4:11:03,10,10,82,100,11,3,0
1/25/24 16:34,4:11:04,10,10,82,100,11,3,0
1/25/24 16:34,4:11:05,10,10,82,100,11,3,0
1/25/24 16:34,4:11:06,10,10,82,100,11,3,0
1/25/24 16:34,4:11:07,10,10,82,100,11,3,0
1/25/24 16:34,4:11:08,10,10,82,100,11,3,0
1/25/24 16:34,4:11:09,10,10,82,100,11,3,0
1/25/24 16:34,4:11:10,10,10,82,100,11,3,0
1/25/24 16:34,4:11:11,10,10,82,100,11,3,0
1/25/24 16:34,4:11:12,10,10,82,100,11,3,0
1/25/24 16:34,4:11:14,10,10,82,100,11,3,0
1/25/24 16:34,4:11:15,10,10,82,100,11,3,0
1/25/24 16:34,4:11:16,10,10,82,100,11,3,0
1/25/24 16:34,4:11:17,10,10,82,100,11,3,0
1/25/24 16:34,4:11:18,10,10,82,100,11,3,0
1/25/24 16:34,4:11:19,10,10,82,100,11,3,0
1/25/24 16:34,4:11:20,10,10,82,100,11,3,0
1/25/24 16:34,4:11:22,10,10,82,100,11,3,0
1/25/24 16:34,4:11:23,10,10,82,100,11,3,0
1/25/24 16:34,4:11:24,10,10,83,100,11,3,0
1/25/24 16:34,4:11:25,10,10,82,100,11,3,0
1/25/24 16:34,4:11:26,10,10,82,100,11,3,0
1/25/24 16:34,4:11:27,10,10,83,100,11,3,0
1/25/24 16:34,4:11:29,10,10,83,100,11,3,0
1/25/24 16:34,4:11:30,10,10,83,100,11,4,0
1/25/24 16:34,4:11:31,10,10,83,100,11,3,0
1/25/24 16:34,4:11:32,10,10,83,100,11,3,0
1/25/24 16:35,4:11:33,10,10,83,100,11,3,0
1/25/24 16:35,4:11:35,10,10,83,100,11,3,0
1/25/24 16:35,4:11:36,10,10,83,100,11,3,0
1/25/24 16:35,4:11:37,10,10,83,100,11,3,0
1/25/24 16:35,4:11:38,10,10,84,100,11,3,0
1/25/24 16:35,4:11:39,10,10,83,100,11,3,0
1/25/24 16:35,4:11:40,10,10,84,100,11,3,0
1/25/24 16:35,4:11:41,10,10,83,100,11,3,0
1/25/24 16:35,4:11:42,10,10,84,100,11,3,0
1/25/24 16:35,4:11:43,10,10,84,100,11,3,0
1/25/24 16:35,4:11:44,10,10,83,100,11,3,0
1/25/24 16:35,4:11:45,10,10,84,100,11,3,0
1/25/24 16:35,4:11:46,10,10,84,100,11,3,0
1/25/24 16:35,4:11:47,10,10,84,100,11,3,0
1/25/24 16:35,4:11:48,10,10,84,100,11,3,0
1/25/24 16:35,4:11:49,10,10,84,100,11,3,0
1/25/24 16:35,4:11:50,10,10,84,100,11,3,0
1/25/24 16:35,4:11:51,10,10,84,100,11,3,0
1/25/24 16:35,4:11:52,10,10,84,100,11,3,0
1/25/24 16:35,4:11:54,10,10,84,100,11,3,0
1/25/24 16:35,4:11:55,10,10,84,100,11,3,0
1/25/24 16:35,4:11:56,10,10,84,100,11,3,0
1/25/24 16:35,4:11:57,10,10,84,100,11,3,0
1/25/24 16:35,4:11:59,10,10,84,100,11,3,0
1/25/24 16:35,4:12:00,10,10,84,100,11,3,0
1/25/24 16:35,4:12:01,10,10,84,100,11,3,0
1/25/24 16:35,4:12:02,10,10,84,100,11,3,0
1/25/24 16:35,4:12:03,10,10,84,100,11,3,0
1/25/24 16:35,4:12:04,10,10,84,100,11,3,0
1/25/24 16:35,4:12:05,10,10,84,100,11,3,0
1/25/24 16:35,4:12:06,10,10,84,100,11,3,0
1/25/24 16:35,4:12:07,10,10,84,100,11,3,0
1/25/24 16:35,4:12:08,10,10,84,100,11,3,0
1/25/24 16:35,4:12:09,10,10,85,100,11,3,0
1/25/24 16:35,4:12:10,10,10,84,100,11,3,0
1/25/24 16:35,4:12:11,10,10,84,100,11,3,0
1/25/24 16:35,4:12:12,10,10,84,100,11,3,0
1/25/24 16:35,4:12:13,10,10,85,100,11,3,0
1/25/24 16:35,4:12:14,10,10,84,100,11,3,0
1/25/24 16:35,4:12:15,10,10,85,100,11,3,0
1/25/24 16:35,4:12:16,10,10,84,100,11,3,0
1/25/24 16:35,4:12:17,10,10,85,100,11,3,0
1/25/24 16:35,4:12:18,10,10,85,100,11,3,0
1/25/24 16:35,4:12:19,10,10,85,100,11,3,0
1/25/24 16:35,4:12:20,10,10,85,100,11,4,0
1/25/24 16:35,4:12:21,10,10,85,100,11,3,0
1/25/24 16:35,4:12:22,10,10,85,100,11,3,0
1/25/24 16:35,4:12:23,10,10,85,100,11,3,0
1/25/24 16:35,4:12:24,10,10,85,100,11,3,0
1/25/24 16:35,4:12:25,10,10,85,100,11,3,0
1/25/24 16:35,4:12:26,10,10,85,100,11,3,0
1/25/24 16:35,4:12:27,10,10,85,100,11,3,0
1/25/24 16:35,4:12:28,10,10,85,100,11,3,0
1/25/24 16:35,4:12:29,10,10,85,100,11,3,0
1/25/24 16:35,4:12:30,10,10,85,100,11,3,0
1/25/24 16:35,4:12:31,10,10,85,100,11,3,0
1/25/24 16:35,4:12:32,10,10,85,100,11,3,0
1/25/24 16:36,4:12:33,10,10,85,100,11,3,0
1/25/24 16:36,4:12:34,10,10,85,100,11,3,0
1/25/24 16:36,4:12:36,10,10,85,100,11,3,0
1/25/24 16:36,4:12:37,10,10,85,100,11,3,0
1/25/24 16:36,4:12:38,10,10,85,100,11,3,0
1/25/24 16:36,4:12:40,10,10,85,100,11,3,0
1/25/24 16:36,4:12:41,10,10,85,100,11,3,0
1/25/24 16:36,4:12:43,10,10,85,100,11,3,0
1/25/24 16:36,4:12:44,10,10,85,100,11,3,0
1/25/24 16:36,4:12:45,10,10,85,100,11,4,0
1/25/24 16:36,4:12:46,10,10,85,100,11,3,0
1/25/24 16:36,4:12:47,10,10,85,100,11,3,0
1/25/24 16:36,4:12:48,10,10,85,100,11,3,0
1/25/24 16:36,4:12:49,10,10,85,100,11,3,0
1/25/24 16:36,4:12:50,10,10,85,100,11,3,0
1/25/24 16:36,4:12:51,10,10,85,100,11,3,0
1/25/24 16:36,4:12:52,10,10,85,100,11,3,0
1/25/24 16:36,4:12:53,10,10,85,100,11,3,0
1/25/24 16:36,4:12:54,10,10,86,100,11,3,0
1/25/24 16:36,4:12:55,10,10,86,100,11,3,0
1/25/24 16:36,4:12:56,10,10,86,100,11,3,0
1/25/24 16:36,4:12:57,10,10,86,100,11,3,0
1/25/24 16:36,4:12:58,10,10,86,100,11,3,0
1/25/24 16:36,4:12:59,10,10,86,100,11,3,0
1/25/24 16:36,4:13:00,10,10,86,100,11,3,0
1/25/24 16:36,4:13:01,10,10,86,100,11,3,0
1/25/24 16:36,4:13:02,10,10,86,100,11,3,0
1/25/24 16:36,4:13:03,10,10,86,100,11,3,0
1/25/24 16:36,4:13:04,10,10,86,100,11,3,0
1/25/24 16:36,4:13:05,10,10,86,100,11,3,0
1/25/24 16:36,4:13:06,10,10,86,100,11,3,0
1/25/24 16:36,4:13:07,10,10,87,100,11,3,0
1/25/24 16:36,4:13:08,10,10,86,100,11,3,0
1/25/24 16:36,4:13:09,10,10,86,100,11,3,0
1/25/24 16:36,4:13:10,10,10,87,100,11,3,0
1/25/24 16:36,4:13:11,10,10,87,100,11,3,0
1/25/24 16:36,4:13:12,10,10,87,100,11,3,0
1/25/24 16:36,4:13:13,10,10,86,100,11,3,0
1/25/24 16:36,4:13:14,10,10,87,100,11,3,0
1/25/24 16:36,4:13:15,10,10,87,100,11,3,0
1/25/24 16:36,4:13:16,10,10,87,100,11,3,0
1/25/24 16:36,4:13:17,10,10,87,100,11,3,0
1/25/24 16:36,4:13:18,10,10,87,100,11,3,0
1/25/24 16:36,4:13:19,10,10,87,100,11,3,0
1/25/24 16:36,4:13:20,10,10,87,100,11,3,0
1/25/24 16:36,4:13:21,10,10,87,100,11,3,0
1/25/24 16:36,4:13:22,10,10,87,100,11,3,0
1/25/24 16:36,4:13:23,10,10,87,100,11,3,0
1/25/24 16:36,4:13:24,10,10,87,100,11,3,0
1/25/24 16:36,4:13:25,10,10,87,100,11,3,0
1/25/24 16:36,4:13:26,10,10,87,100,11,3,0
1/25/24 16:36,4:13:27,10,10,87,100,11,3,0
1/25/24 16:36,4:13:28,10,10,87,100,11,3,0
1/25/24 16:36,4:13:29,10,10,87,100,11,3,0
1/25/24 16:36,4:13:30,10,10,87,100,11,3,0
1/25/24 16:36,4:13:31,10,10,87,100,11,3,0
1/25/24 16:36,4:13:32,10,10,87,100,11,3,0
1/25/24 16:37,4:13:33,10,10,87,100,11,3,0
1/25/24 16:37,4:13:34,10,10,87,100,11,3,0
1/25/24 16:37,4:13:35,10,10,87,100,11,3,0
1/25/24 16:37,4:13:36,10,10,87,100,11,4,0
1/25/24 16:37,4:13:37,10,10,87,100,11,3,0
1/25/24 16:37,4:13:39,10,10,87,100,11,3,0
1/25/24 16:37,4:13:40,10,10,87,100,11,3,0
1/25/24 16:37,4:13:41,10,10,87,100,11,3,0
1/25/24 16:37,4:13:42,10,10,87,100,11,3,0
1/25/24 16:37,4:13:43,10,10,87,100,11,3,0
1/25/24 16:37,4:13:44,10,10,87,100,11,3,0
1/25/24 16:37,4:13:45,10,10,87,100,11,3,0
1/25/24 16:37,4:13:46,10,10,88,100,11,3,0
1/25/24 16:37,4:13:47,10,10,88,100,11,3,0
1/25/24 16:37,4:13:48,10,10,88,100,11,3,0
1/25/24 16:37,4:13:50,10,10,87,100,11,3,0
1/25/24 16:37,4:13:51,10,10,88,100,11,3,0
1/25/24 16:37,4:13:52,10,10,88,100,11,3,0
1/25/24 16:37,4:13:53,10,10,88,100,11,3,0
1/25/24 16:37,4:13:54,10,10,88,100,11,3,0
1/25/24 16:37,4:13:55,10,10,88,100,11,3,0
1/25/24 16:37,4:13:57,10,10,88,100,11,3,0
1/25/24 16:37,4:13:58,10,10,88,100,11,3,0
1/25/24 16:37,4:13:59,10,10,88,100,11,3,0
1/25/24 16:37,4:14:00,10,10,88,100,11,3,0
1/25/24 16:37,4:14:02,10,10,88,100,11,3,0
1/25/24 16:37,4:14:03,10,10,88,100,11,3,0
1/25/24 16:37,4:14:04,10,10,89,100,11,3,0
1/25/24 16:37,4:14:05,10,10,88,100,11,3,0
1/25/24 16:37,4:14:06,10,10,88,100,11,3,0
1/25/24 16:37,4:14:07,10,10,88,100,11,3,0
1/25/24 16:37,4:14:08,10,10,88,100,11,3,0
1/25/24 16:37,4:14:09,10,10,89,100,11,3,0
1/25/24 16:37,4:14:10,10,10,88,100,11,3,0
1/25/24 16:37,4:14:11,10,10,89,100,11,3,0
1/25/24 16:37,4:14:12,10,10,89,100,11,3,0
1/25/24 16:37,4:14:13,10,10,88,100,11,3,0
1/25/24 16:37,4:14:14,10,10,89,100,11,3,0
1/25/24 16:37,4:14:15,10,10,89,100,11,3,0
1/25/24 16:37,4:14:16,10,10,89,100,11,3,0
1/25/24 16:37,4:14:17,10,10,89,100,11,3,0
1/25/24 16:37,4:14:18,10,10,89,100,11,3,0
1/25/24 16:37,4:14:20,10,10,89,100,11,3,0
1/25/24 16:37,4:14:21,10,10,89,100,11,3,0
1/25/24 16:37,4:14:22,10,10,89,100,11,3,0
1/25/24 16:37,4:14:23,10,10,89,100,11,3,0
1/25/24 16:37,4:14:24,10,10,89,100,11,3,0
1/25/24 16:37,4:14:25,10,10,89,100,11,4,0
1/25/24 16:37,4:14:26,10,10,89,100,11,3,0
1/25/24 16:37,4:14:27,10,10,89,100,11,3,0
1/25/24 16:37,4:14:28,10,10,89,100,11,3,0
1/25/24 16:37,4:14:29,10,10,89,100,11,3,0
1/25/24 16:37,4:14:30,10,10,89,100,11,3,0
1/25/24 16:37,4:14:31,10,10,89,100,11,3,0
1/25/24 16:37,4:14:32,10,10,89,100,11,3,0
1/25/24 16:38,4:14:34,10,10,89,100,11,3,0
1/25/24 16:38,4:14:35,10,10,89,100,11,3,0
1/25/24 16:38,4:14:36,10,10,89,100,11,3,0
1/25/24 16:38,4:14:37,10,10,89,100,11,3,0
1/25/24 16:38,4:14:38,10,10,89,100,11,3,0
1/25/24 16:38,4:14:39,10,10,89,100,11,3,0
1/25/24 16:38,4:14:40,10,10,89,100,11,3,0
1/25/24 16:38,4:14:41,10,10,89,100,11,3,0
1/25/24 16:38,4:14:42,10,10,89,100,11,3,0
1/25/24 16:38,4:14:43,10,10,89,100,11,3,0
1/25/24 16:38,4:14:44,10,10,89,100,11,3,0
1/25/24 16:38,4:14:45,10,10,89,100,11,3,0
1/25/24 16:38,4:14:46,10,10,89,100,11,3,0
1/25/24 16:38,4:14:49,10,10,89,100,11,3,0
1/25/24 16:38,4:14:50,10,10,90,100,11,3,0
1/25/24 16:38,4:14:51,10,10,89,100,11,3,0
1/25/24 16:38,4:14:52,10,10,89,100,11,3,0
1/25/24 16:38,4:14:53,10,10,89,100,11,3,0
1/25/24 16:38,4:14:54,10,10,89,100,11,3,0
1/25/24 16:38,4:14:55,10,10,90,100,11,3,0
1/25/24 16:38,4:14:56,10,10,90,100,11,3,0
1/25/24 16:38,4:14:58,10,10,90,100,11,3,0
1/25/24 16:38,4:14:59,10,10,90,100,11,3,0
1/25/24 16:38,4:15:00,10,10,90,100,11,3,0
1/25/24 16:38,4:15:01,10,10,90,100,11,3,0
1/25/24 16:38,4:15:02,10,10,90,100,11,4,0
1/25/24 16:38,4:15:03,10,10,90,100,11,3,0
1/25/24 16:38,4:15:04,10,10,90,100,11,3,0
1/25/24 16:38,4:15:05,10,10,90,100,11,3,0
1/25/24 16:38,4:15:06,10,10,90,100,11,3,0
1/25/24 16:38,4:15:07,10,10,90,100,11,3,0
1/25/24 16:38,4:15:08,10,10,90,100,11,3,0
1/25/24 16:38,4:15:09,10,10,90,100,11,3,0
1/25/24 16:38,4:15:10,10,10,90,100,11,3,0
1/25/24 16:38,4:15:12,10,10,90,100,11,3,0
1/25/24 16:38,4:15:13,10,10,90,100,11,3,0
1/25/24 16:38,4:15:14,10,10,90,100,11,3,0
1/25/24 16:38,4:15:15,10,10,90,100,11,3,0
1/25/24 16:38,4:15:16,10,10,90,100,11,3,0
1/25/24 16:38,4:15:17,10,10,90,100,11,3,0
1/25/24 16:38,4:15:18,10,10,90,100,11,3,0
1/25/24 16:38,4:15:19,10,10,90,100,11,3,0
1/25/24 16:38,4:15:20,10,10,90,100,11,3,0
1/25/24 16:38,4:15:21,10,10,90,100,11,3,0
1/25/24 16:38,4:15:23,10,10,90,100,11,3,0
1/25/24 16:38,4:15:24,10,10,90,100,11,3,0
1/25/24 16:38,4:15:25,10,10,90,100,11,3,0
1/25/24 16:38,4:15:26,10,10,90,100,11,3,0
1/25/24 16:38,4:15:27,10,10,90,100,11,3,0
1/25/24 16:38,4:15:28,10,10,90,100,11,3,0
1/25/24 16:38,4:15:29,10,10,90,100,11,3,0
1/25/24 16:38,4:15:30,10,10,90,100,11,3,0
1/25/24 16:38,4:15:31,10,10,90,100,11,3,0
1/25/24 16:38,4:15:32,10,10,90,100,11,3,0
1/25/24 16:39,4:15:34,10,10,90,100,11,3,0
1/25/24 16:39,4:15:35,10,10,90,100,11,3,0
1/25/24 16:39,4:15:36,10,10,90,100,11,3,0
1/25/24 16:39,4:15:37,10,10,90,100,11,3,0
1/25/24 16:39,4:15:38,10,10,91,100,11,3,0
1/25/24 16:39,4:15:39,10,10,90,100,11,3,0
1/25/24 16:39,4:15:40,10,10,90,100,11,3,0
1/25/24 16:39,4:15:41,10,10,90,100,11,3,0
1/25/24 16:39,4:15:42,10,10,91,100,11,3,0
1/25/24 16:39,4:15:43,10,10,91,100,11,3,0
1/25/24 16:39,4:15:44,10,10,90,100,11,3,0
1/25/24 16:39,4:15:45,10,10,91,100,11,3,0
1/25/24 16:39,4:15:46,10,10,91,100,11,3,0
1/25/24 16:39,4:15:47,10,10,91,100,11,3,0
1/25/24 16:39,4:15:48,10,10,91,100,11,3,0
1/25/24 16:39,4:15:49,10,10,91,100,11,3,0
1/25/24 16:39,4:15:50,10,10,91,100,11,3,0
1/25/24 16:39,4:15:51,10,10,91,100,11,3,0
1/25/24 16:39,4:15:52,10,10,91,100,11,3,0
1/25/24 16:39,4:15:53,10,10,91,100,11,3,0
1/25/24 16:39,4:15:54,10,10,91,100,11,3,0
1/25/24 16:39,4:15:55,10,10,91,100,11,3,0
1/25/24 16:39,4:15:56,10,10,91,100,11,4,0
1/25/24 16:39,4:15:57,10,10,91,100,11,3,0
1/25/24 16:39,4:15:58,10,10,91,100,11,3,0
1/25/24 16:39,4:15:59,10,10,91,100,11,3,0
1/25/24 16:39,4:16:00,10,10,91,100,11,3,0
1/25/24 16:39,4:16:01,10,10,91,100,11,3,0
1/25/24 16:39,4:16:02,10,10,91,100,11,3,0
1/25/24 16:39,4:16:03,10,10,91,100,11,3,0
1/25/24 16:39,4:16:04,10,10,91,100,11,3,0
1/25/24 16:39,4:16:05,10,10,91,100,11,3,0
1/25/24 16:39,4:16:06,10,10,91,100,11,3,0
1/25/24 16:39,4:16:07,10,10,92,100,11,3,0
1/25/24 16:39,4:16:08,10,10,92,100,11,3,0
1/25/24 16:39,4:16:09,10,10,92,100,11,3,0
1/25/24 16:39,4:16:10,10,10,91,100,11,3,0
1/25/24 16:39,4:16:12,10,10,92,100,11,3,0
1/25/24 16:39,4:16:13,10,10,91,100,11,3,0
1/25/24 16:39,4:16:14,10,10,92,100,11,3,0
1/25/24 16:39,4:16:15,10,10,92,100,11,3,0
1/25/24 16:39,4:16:16,10,10,92,100,11,3,0
1/25/24 16:39,4:16:17,10,10,92,100,11,3,0
1/25/24 16:39,4:16:18,10,10,92,100,11,3,0
1/25/24 16:39,4:16:19,10,10,92,100,11,3,0
1/25/24 16:39,4:16:20,10,10,92,100,11,3,0
1/25/24 16:39,4:16:21,10,10,92,100,11,3,0
1/25/24 16:39,4:16:22,10,10,92,100,11,3,0
1/25/24 16:39,4:16:24,10,10,92,100,11,3,0
1/25/24 16:39,4:16:25,10,10,92,100,11,3,0
1/25/24 16:39,4:16:26,10,10,92,100,11,3,0
1/25/24 16:39,4:16:27,10,10,92,100,11,3,0
1/25/24 16:39,4:16:30,10,10,92,100,11,3,0
1/25/24 16:39,4:16:31,10,10,92,100,11,3,0
1/25/24 16:39,4:16:32,10,10,92,100,11,3,0
1/25/24 16:40,4:16:33,10,10,92,100,11,3,0
1/25/24 16:40,4:16:35,10,10,92,100,11,3,0
1/25/24 16:40,4:16:36,10,10,92,100,11,3,0
1/25/24 16:40,4:16:37,10,10,92,100,11,3,0
1/25/24 16:40,4:16:38,10,10,92,100,11,3,0
1/25/24 16:40,4:16:39,10,10,92,100,11,3,0
1/25/24 16:40,4:16:40,10,10,92,100,11,3,0
1/25/24 16:40,4:16:41,10,10,92,100,11,3,0
1/25/24 16:40,4:16:42,10,10,92,100,11,3,0
1/25/24 16:40,4:16:43,10,10,92,100,11,3,0
1/25/24 16:40,4:16:44,10,10,92,100,11,3,0
1/25/24 16:40,4:16:46,10,10,92,100,11,3,0
1/25/24 16:40,4:16:48,10,10,92,100,11,3,0
1/25/24 16:40,4:16:49,10,10,92,100,11,3,0
1/25/24 16:40,4:16:50,10,10,92,100,11,3,0
1/25/24 16:40,4:16:52,10,10,92,100,11,3,0
1/25/24 16:40,4:16:53,10,10,92,100,11,3,0
1/25/24 16:40,4:16:54,10,10,92,100,11,3,0
1/25/24 16:40,4:16:55,10,10,92,100,11,3,0
1/25/24 16:40,4:16:56,10,10,92,100,11,3,0
1/25/24 16:40,4:16:57,10,10,92,100,11,3,0
1/25/24 16:40,4:16:58,10,10,92,100,11,3,0
1/25/24 16:40,4:16:59,10,10,92,100,11,3,0
1/25/24 16:40,4:17:00,10,10,93,100,11,3,0
1/25/24 16:40,4:17:01,10,10,92,100,11,3,0
1/25/24 16:40,4:17:02,10,10,92,100,11,3,0
1/25/24 16:40,4:17:03,10,10,93,100,11,3,0
1/25/24 16:40,4:17:04,10,10,93,100,11,3,0
1/25/24 16:40,4:17:05,10,10,93,100,11,3,0
1/25/24 16:40,4:17:06,10,10,93,100,11,3,0
1/25/24 16:40,4:17:07,10,10,93,100,11,3,0
1/25/24 16:40,4:17:08,10,10,93,100,11,3,0
1/25/24 16:40,4:17:09,10,10,93,100,11,3,0
1/25/24 16:40,4:17:10,10,10,93,100,11,3,0
1/25/24 16:40,4:17:11,10,10,93,100,11,3,0
1/25/24 16:40,4:17:12,10,10,93,100,11,3,0
1/25/24 16:40,4:17:13,10,10,93,100,11,3,0
1/25/24 16:40,4:17:15,10,10,93,100,11,3,0
1/25/24 16:40,4:17:16,10,10,93,100,11,3,0
1/25/24 16:40,4:17:17,10,10,93,100,11,3,0
1/25/24 16:40,4:17:19,10,10,93,100,11,3,0
1/25/24 16:40,4:17:21,10,10,93,100,11,3,0
1/25/24 16:40,4:17:22,10,10,93,100,11,3,0
1/25/24 16:40,4:17:23,10,10,93,100,11,3,0
1/25/24 16:40,4:17:24,10,10,93,100,11,3,0
1/25/24 16:40,4:17:25,10,10,93,100,11,3,0
1/25/24 16:40,4:17:26,10,10,93,100,11,3,0
1/25/24 16:40,4:17:27,10,10,93,100,11,3,0
1/25/24 16:40,4:17:28,10,10,93,100,11,3,0
1/25/24 16:40,4:17:29,10,10,93,100,11,3,0
1/25/24 16:40,4:17:31,10,10,93,100,11,3,0
1/25/24 16:41,4:17:33,10,10,93,100,11,3,0
1/25/24 16:41,4:17:34,10,10,93,100,11,3,0
1/25/24 16:41,4:17:35,10,10,93,100,11,3,0
1/25/24 16:41,4:17:36,10,10,93,100,11,3,0
1/25/24 16:41,4:17:37,10,10,93,100,11,3,0
1/25/24 16:41,4:17:38,10,10,93,100,11,3,0
1/25/24 16:41,4:17:39,10,10,93,100,11,3,0
1/25/24 16:41,4:17:40,10,10,93,100,11,3,0
1/25/24 16:41,4:17:41,10,10,93,100,11,3,0
1/25/24 16:41,4:17:42,10,10,93,100,11,3,0
1/25/24 16:41,4:17:43,10,10,93,100,11,3,0
1/25/24 16:41,4:17:45,10,10,93,100,11,3,0
1/25/24 16:41,4:17:46,10,10,93,100,11,3,0
1/25/24 16:41,4:17:47,10,10,93,100,11,3,0
1/25/24 16:41,4:17:48,10,10,94,100,11,3,0
1/25/24 16:41,4:17:49,10,10,93,100,11,3,0
1/25/24 16:41,4:17:50,10,10,93,100,11,3,0
1/25/24 16:41,4:17:51,10,10,93,100,11,3,0
1/25/24 16:41,4:17:52,10,10,93,100,11,3,0
1/25/24 16:41,4:17:53,10,10,93,100,11,3,0
1/25/24 16:41,4:17:54,10,10,93,100,11,3,0
1/25/24 16:41,4:17:55,10,10,93,100,11,3,0
1/25/24 16:41,4:17:56,10,10,93,100,11,3,0
