Crystal16 Data Report File,Version: 1014,,,,,,,
,,,,,,,,
,,,,,,,,
Experiment details,,,,,,,,
ExperimentNumber,0,,,,,,,
Experimentor,Amari Murry,,,,,,,
Project,AM-PTHF-1-Octanol-2,4,6-TrimethylPyridine-Benzyl Alcohol-Cyclopentanone,,,,,
Reactor1,15.01 mg/ml PTHF in 1-Octanol,,,,,,,
Reactor2,15.1 mg/ml PTHF in 2,4,6-TrimethylPyridine,,,,,
Reactor3,14.97 mg/ml PTHF in Benzyl Alcohol,,,,,,,
Reactor4,15 mg/ml PTHF in Cyclopentanone,,,,,,,
,,,,,,,,
Labjournal,,,,,,,,
,,,,,,,,
,,,,,,,,
Description,,,,,,,,
polymer_ids,PTHF:64,,,,,,,
solvent_ids,1-octanol:47,"2,4,6-Trimethylpyridine:44",Benzyl alcohol:48,Cyclopentanone:45,,,,
Start of Experiment,9/27/23 11:56,,,,,,,
,,,,,,,,
Temperature Program,,,,,,,,
Block,C,,,,,,,
Heat to,20, at ,20, °C/min,,,,
Hold at,20, for ,167, sec,,,,
Tune,,,,,,,,
9/28/23 0:41,12:44:28,18.6,18.5,100,100,100,100,0
9/28/23 0:41,12:44:29,18.6,18.6,100,100,100,100,0
9/28/23 0:41,12:44:31,18.7,18.6,100,100,100,100,0
9/28/23 0:41,12:44:38,18.7,18.6,100,100,100,100,0
9/28/23 0:41,12:44:39,18.7,18.7,100,100,100,100,0
9/28/23 0:41,12:44:42,18.8,18.7,100,100,100,100,0
9/28/23 0:41,12:44:49,18.8,18.7,100,100,100,100,0
9/28/23 0:41,12:44:50,18.8,18.8,100,100,100,100,0
9/28/23 0:41,12:44:51,18.8,18.7,100,100,100,100,0
9/28/23 0:41,12:44:52,18.8,18.8,100,100,100,100,0
9/28/23 0:41,12:44:54,18.9,18.8,100,100,100,100,0
9/28/23 0:41,12:45:02,18.9,18.8,100,100,100,100,0
9/28/23 0:41,12:45:03,18.9,18.9,100,100,100,100,0
9/28/23 0:41,12:45:04,18.9,18.8,100,100,100,100,0
9/28/23 0:41,12:45:05,18.9,18.9,100,100,100,100,0
9/28/23 0:41,12:45:06,19,18.9,100,100,100,100,0
9/28/23 0:42,12:45:15,19,18.9,100,100,100,100,0
9/28/23 0:42,12:45:16,19,19,100,100,100,100,0
9/28/23 0:42,12:45:18,19.1,19,100,100,100,100,0
9/28/23 0:42,12:45:27,19.1,19,100,100,100,100,0
9/28/23 0:42,12:45:28,19.1,19.1,100,100,100,100,0
9/28/23 0:42,12:45:30,19.2,19.1,100,100,100,100,0
9/28/23 0:42,12:45:39,19.2,19.1,100,100,100,100,0
9/28/23 0:42,12:45:40,19.2,19.2,100,100,100,100,0
9/28/23 0:42,12:45:41,19.2,19.1,100,100,100,100,0
9/28/23 0:42,12:45:42,19.2,19.2,100,100,100,100,0
9/28/23 0:42,12:45:43,19.3,19.2,100,100,100,100,0
9/28/23 0:42,12:45:46,19.3,19.2,100,100,100,100,0
9/28/23 0:42,12:45:49,19.3,19.2,100,100,100,100,0
9/28/23 0:42,12:45:51,19.3,19.2,100,100,100,100,0
9/28/23 0:42,12:45:52,19.3,19.3,100,100,100,100,0
9/28/23 0:42,12:45:54,19.4,19.3,100,100,100,100,0
9/28/23 0:42,12:45:55,19.4,19.3,100,100,100,100,0
9/28/23 0:42,12:45:58,19.4,19.3,100,100,100,100,0
9/28/23 0:42,12:45:59,19.4,19.3,100,100,100,100,0
9/28/23 0:42,12:46:01,19.4,19.3,100,100,100,100,0
9/28/23 0:42,12:46:02,19.4,19.3,100,100,100,100,0
9/28/23 0:42,12:46:03,19.4,19.4,100,100,100,100,0
9/28/23 0:42,12:46:04,19.4,19.3,100,100,100,100,0
9/28/23 0:42,12:46:05,19.4,19.4,100,100,100,100,0
9/28/23 0:42,12:46:06,19.5,19.4,100,100,100,100,0
9/28/23 0:42,12:46:11,19.5,19.4,100,100,100,100,0
9/28/23 0:43,12:46:12,19.5,19.4,100,100,100,100,0
9/28/23 0:43,12:46:13,19.5,19.4,100,100,100,100,0
9/28/23 0:43,12:46:14,19.5,19.4,100,100,100,100,0
9/28/23 0:43,12:46:15,19.5,19.5,100,100,100,100,0
9/28/23 0:43,12:46:16,19.5,19.5,100,100,100,100,0
9/28/23 0:43,12:46:18,19.6,19.5,100,100,100,100,0
9/28/23 0:43,12:46:19,19.6,19.5,100,100,100,100,0
9/28/23 0:43,12:46:27,19.6,19.5,100,100,100,100,0
9/28/23 0:43,12:46:28,19.6,19.6,100,100,100,100,0
9/28/23 0:43,12:46:29,19.6,19.6,100,100,100,100,0
9/28/23 0:43,12:46:30,19.7,19.6,100,100,100,100,0
9/28/23 0:43,12:46:34,19.7,19.6,100,100,100,100,0
9/28/23 0:43,12:46:35,19.7,19.6,100,100,100,100,0
9/28/23 0:43,12:46:38,19.7,19.6,100,100,100,100,0
9/28/23 0:43,12:46:39,19.7,19.6,100,100,100,100,0
9/28/23 0:43,12:46:40,19.7,19.7,100,100,100,100,0
9/28/23 0:43,12:46:43,19.8,19.7,100,100,100,100,0
9/28/23 0:43,12:46:46,19.8,19.7,100,100,100,100,0
9/28/23 0:43,12:46:47,19.8,19.7,100,100,100,100,0
9/28/23 0:43,12:46:49,19.8,19.7,100,100,100,100,0
9/28/23 0:43,12:46:50,19.8,19.7,100,100,100,100,0
9/28/23 0:43,12:46:51,19.8,19.7,100,100,100,100,0
9/28/23 0:43,12:46:52,19.8,19.8,100,100,100,100,0
9/28/23 0:43,12:46:53,19.8,19.8,100,100,100,100,0
9/28/23 0:43,12:46:54,19.9,19.8,100,100,100,100,0
9/28/23 0:43,12:47:00,19.9,19.8,100,100,100,100,0
9/28/23 0:43,12:47:01,19.9,19.8,100,100,100,100,0
9/28/23 0:43,12:47:02,19.9,19.8,100,100,100,100,0
9/28/23 0:43,12:47:03,19.9,19.9,100,100,100,100,0
9/28/23 0:43,12:47:05,19.9,19.9,100,100,100,100,0
9/28/23 0:43,12:47:06,20,19.9,100,100,100,100,0
9/28/23 0:44,12:47:13,20,19.9,100,100,100,100,0
9/28/23 0:44,12:47:14,20,20,100,100,100,100,0
9/28/23 0:44,12:47:15,20,20,100,100,100,100,0
9/28/23 0:44,12:47:18,20.1,20,100,100,100,100,0
9/28/23 0:44,12:47:20,20.1,20,100,100,100,100,0
9/28/23 0:44,12:47:22,20.1,20,100,100,100,100,0
9/28/23 0:44,12:47:23,20.1,20,100,100,100,100,0
9/28/23 0:44,12:47:25,20.1,20,100,100,100,100,0
9/28/23 0:44,12:47:26,20.1,20,100,100,100,100,0
9/28/23 0:44,12:47:27,20.1,20.1,100,100,100,100,0
9/28/23 0:44,12:47:29,20.1,20.1,100,100,100,100,0
9/28/23 0:44,12:47:30,20.2,20.1,100,100,100,100,0
9/28/23 0:44,12:47:32,20.2,20.1,100,100,100,100,0
9/28/23 0:44,12:47:33,20.2,20.1,100,100,100,100,0
9/28/23 0:44,12:47:36,20.2,20.1,100,100,100,100,0
9/28/23 0:44,12:47:37,20.2,20.1,100,100,100,100,0
9/28/23 0:44,12:47:38,20.2,20.1,100,100,100,100,0
9/28/23 0:44,12:47:39,20.2,20.2,100,100,100,100,0
9/28/23 0:44,12:47:41,20.2,20.2,100,100,100,100,0
9/28/23 0:44,12:47:42,20.3,20.2,100,100,100,100,0
9/28/23 0:44,12:47:49,20.3,20.2,100,100,100,100,0
9/28/23 0:44,12:47:50,20.3,20.3,100,100,100,100,0
9/28/23 0:44,12:47:51,20.3,20.3,100,100,100,100,0
9/28/23 0:44,12:47:53,20.3,20.2,100,100,100,100,0
9/28/23 0:44,12:47:54,20.3,20.3,100,100,100,100,0
9/28/23 0:44,12:47:55,20.4,20.3,100,100,100,100,0
9/28/23 0:44,12:47:58,20.4,20.3,100,100,100,100,0
9/28/23 0:44,12:47:59,20.4,20.3,100,100,100,100,0
9/28/23 0:44,12:48:03,20.4,20.3,100,100,100,100,0
9/28/23 0:44,12:48:04,20.4,20.4,100,100,100,100,0
9/28/23 0:44,12:48:06,20.5,20.4,100,100,100,100,0
9/28/23 0:45,12:48:15,20.5,20.4,100,100,100,100,0
9/28/23 0:45,12:48:16,20.5,20.5,100,100,100,100,0
9/28/23 0:45,12:48:18,20.6,20.5,100,100,100,100,0
9/28/23 0:45,12:48:27,20.6,20.5,100,100,100,100,0
9/28/23 0:45,12:48:28,20.6,20.6,100,100,100,100,0
9/28/23 0:45,12:48:30,20.7,20.6,100,100,100,100,0
9/28/23 0:45,12:48:39,20.7,20.6,100,100,100,100,0
9/28/23 0:45,12:48:40,20.7,20.7,100,100,100,100,0
9/28/23 0:45,12:48:42,20.8,20.7,100,100,100,100,0
9/28/23 0:45,12:48:52,20.8,20.7,100,100,100,100,0
9/28/23 0:45,12:48:53,20.8,20.8,100,100,100,100,0
9/28/23 0:45,12:48:54,20.9,20.8,100,100,100,100,0
9/28/23 0:45,12:49:04,20.9,20.8,100,100,100,100,0
9/28/23 0:45,12:49:05,20.9,20.9,100,100,100,100,0
9/28/23 0:45,12:49:06,21,20.8,100,100,100,100,0
9/28/23 0:45,12:49:07,21,20.9,100,100,100,100,0
9/28/23 0:45,12:49:09,21,20.9,100,100,100,100,0
9/28/23 0:45,12:49:10,21,20.9,100,100,100,100,0
9/28/23 0:46,12:49:18,21.1,20.9,100,100,100,100,0
9/28/23 0:46,12:49:19,21.1,20.9,100,100,100,100,0
9/28/23 0:46,12:49:20,21.1,21,100,100,100,100,0
9/28/23 0:46,12:49:23,21.1,21,100,100,100,100,0
9/28/23 0:46,12:49:24,21.1,21,100,100,100,100,0
9/28/23 0:46,12:49:30,21.2,21,100,100,100,100,0
9/28/23 0:46,12:49:31,21.2,21,100,100,100,100,0
9/28/23 0:46,12:49:32,21.2,21.1,100,100,100,100,0
9/28/23 0:46,12:49:42,21.3,21.1,100,100,100,100,0
9/28/23 0:46,12:49:43,21.3,21.1,100,100,100,100,0
9/28/23 0:46,12:49:44,21.3,21.2,100,100,100,100,0
9/28/23 0:46,12:49:54,21.4,21.2,100,100,100,100,0
9/28/23 0:46,12:49:55,21.4,21.2,100,100,100,100,0
9/28/23 0:46,12:49:56,21.4,21.3,100,100,100,100,0
9/28/23 0:46,12:50:06,21.5,21.3,100,100,100,100,0
9/28/23 0:46,12:50:07,21.5,21.4,100,100,100,100,0
9/28/23 0:47,12:50:18,21.6,21.4,100,100,100,100,0
9/28/23 0:47,12:50:20,21.6,21.4,100,100,100,100,0
9/28/23 0:47,12:50:21,21.6,21.5,100,100,100,100,0
9/28/23 0:47,12:50:30,21.7,21.5,100,100,100,100,0
9/28/23 0:47,12:50:31,21.7,21.5,100,100,100,100,0
9/28/23 0:47,12:50:32,21.7,21.6,100,100,100,100,0
9/28/23 0:47,12:50:42,21.8,21.6,100,100,100,100,0
9/28/23 0:47,12:50:44,21.8,21.6,100,100,100,100,0
9/28/23 0:47,12:50:45,21.8,21.7,100,100,100,100,0
9/28/23 0:47,12:50:54,21.9,21.7,100,100,100,100,0
9/28/23 0:47,12:50:55,21.9,21.8,100,100,100,100,0
9/28/23 0:47,12:50:59,21.9,21.8,100,100,100,100,0
9/28/23 0:47,12:51:00,21.9,21.9,100,100,100,100,0
9/28/23 0:47,12:51:01,21.9,21.9,100,100,100,100,0
9/28/23 0:47,12:51:02,21.9,21.8,100,100,100,100,0
9/28/23 0:47,12:51:04,21.9,21.8,100,100,100,100,0
9/28/23 0:47,12:51:05,21.9,21.9,100,100,100,100,0
9/28/23 0:47,12:51:06,22,21.9,100,100,100,100,0
9/28/23 0:47,12:51:07,22,21.8,100,100,100,100,0
9/28/23 0:47,12:51:08,22,21.9,100,100,100,100,0
9/28/23 0:47,12:51:11,22,21.9,100,100,100,100,0
9/28/23 0:48,12:51:12,22,22,100,100,100,100,0
9/28/23 0:48,12:51:15,22,22,100,100,100,100,0
9/28/23 0:48,12:51:16,22,21.9,100,100,100,100,0
9/28/23 0:48,12:51:17,22.1,21.9,100,100,100,100,0
9/28/23 0:48,12:51:18,22.1,22,100,100,100,100,0
9/28/23 0:48,12:51:21,22.1,22,100,100,100,100,0
9/28/23 0:48,12:51:22,22.1,22.1,100,100,100,100,0
9/28/23 0:48,12:51:30,22.2,22.1,100,100,100,100,0
9/28/23 0:48,12:51:34,22.2,22.1,100,100,100,100,0
9/28/23 0:48,12:51:35,22.2,22.2,100,100,100,100,0
9/28/23 0:48,12:51:42,22.3,22.2,100,100,100,100,0
9/28/23 0:48,12:51:45,22.3,22.2,100,100,100,100,0
9/28/23 0:48,12:51:46,22.3,22.2,100,100,100,100,0
9/28/23 0:48,12:51:47,22.3,22.3,100,100,100,100,0
9/28/23 0:48,12:51:49,22.3,22.3,100,100,100,100,0
9/28/23 0:48,12:51:51,22.3,22.3,100,100,100,100,0
9/28/23 0:48,12:51:54,22.4,22.3,100,100,100,100,0
9/28/23 0:48,12:51:58,22.4,22.3,100,100,100,100,0
9/28/23 0:48,12:51:59,22.4,22.4,100,100,100,100,0
9/28/23 0:48,12:52:06,22.5,22.4,100,100,100,100,0
9/28/23 0:48,12:52:07,22.5,22.4,100,100,100,100,0
9/28/23 0:48,12:52:09,22.5,22.4,100,100,100,100,0
9/28/23 0:48,12:52:11,22.5,22.4,100,100,100,100,0
9/28/23 0:49,12:52:12,22.5,22.5,100,100,100,100,0
9/28/23 0:49,12:52:17,22.5,22.5,100,100,100,100,0
9/28/23 0:49,12:52:18,22.6,22.5,100,100,100,100,0
9/28/23 0:49,12:52:21,22.6,22.5,100,100,100,100,0
9/28/23 0:49,12:52:22,22.6,22.6,100,100,100,100,0
9/28/23 0:49,12:52:23,22.6,22.6,100,100,100,100,0
9/28/23 0:49,12:52:29,22.7,22.6,100,100,100,100,0
9/28/23 0:49,12:52:34,22.7,22.6,100,100,100,100,0
9/28/23 0:49,12:52:35,22.7,22.7,100,100,100,100,0
9/28/23 0:49,12:52:40,22.7,22.7,100,100,100,100,0
9/28/23 0:49,12:52:42,22.8,22.7,100,100,100,100,0
9/28/23 0:49,12:52:47,22.8,22.7,100,100,100,100,0
9/28/23 0:49,12:52:48,22.8,22.8,100,100,100,100,0
9/28/23 0:49,12:52:54,22.9,22.8,100,100,100,100,0
9/28/23 0:49,12:52:59,22.9,22.8,100,100,100,100,0
9/28/23 0:49,12:53:00,22.9,22.9,100,100,100,100,0
9/28/23 0:49,12:53:06,23,22.9,100,100,100,100,0
9/28/23 0:49,12:53:11,23,22.9,100,100,100,100,0
9/28/23 0:50,12:53:12,23,23,100,100,100,100,0
9/28/23 0:50,12:53:18,23.1,23,100,100,100,100,0
9/28/23 0:50,12:53:24,23.1,23,100,100,100,100,0
9/28/23 0:50,12:53:25,23.1,23.1,100,100,100,100,0
9/28/23 0:50,12:53:29,23.2,23.1,100,100,100,100,0
9/28/23 0:50,12:53:31,23.2,23.1,100,100,100,100,0
9/28/23 0:50,12:53:32,23.2,23.1,100,100,100,100,0
9/28/23 0:50,12:53:33,23.2,23.1,100,100,100,100,0
9/28/23 0:50,12:53:34,23.2,23.2,100,100,100,100,0
9/28/23 0:50,12:53:41,23.3,23.2,100,100,100,100,0
9/28/23 0:50,12:53:44,23.3,23.2,100,100,100,100,0
9/28/23 0:50,12:53:45,23.3,23.2,100,100,100,100,0
9/28/23 0:50,12:53:46,23.3,23.2,100,100,100,100,0
9/28/23 0:50,12:53:48,23.3,23.3,100,100,100,100,0
9/28/23 0:50,12:53:49,23.3,23.3,100,100,100,100,0
9/28/23 0:50,12:53:50,23.3,23.3,100,100,100,100,0
9/28/23 0:50,12:53:52,23.3,23.3,100,100,100,100,0
9/28/23 0:50,12:53:53,23.3,23.3,100,100,100,100,0
9/28/23 0:50,12:53:54,23.4,23.3,100,100,100,100,0
9/28/23 0:50,12:53:55,23.4,23.3,100,100,100,100,0
9/28/23 0:50,12:53:59,23.4,23.3,100,100,100,100,0
9/28/23 0:50,12:54:00,23.4,23.4,100,100,100,100,0
9/28/23 0:50,12:54:01,23.4,23.4,100,100,100,100,0
9/28/23 0:50,12:54:03,23.4,23.4,100,100,100,100,0
9/28/23 0:50,12:54:06,23.5,23.4,100,100,100,100,0
9/28/23 0:50,12:54:08,23.5,23.4,100,100,100,100,0
9/28/23 0:50,12:54:10,23.5,23.4,100,100,100,100,0
9/28/23 0:51,12:54:12,23.5,23.4,100,100,100,100,0
9/28/23 0:51,12:54:13,23.5,23.4,100,100,100,100,0
9/28/23 0:51,12:54:14,23.5,23.4,100,100,100,100,0
9/28/23 0:51,12:54:15,23.5,23.5,100,100,100,100,0
9/28/23 0:51,12:54:16,23.5,23.5,100,100,100,100,0
9/28/23 0:51,12:54:18,23.6,23.5,100,100,100,100,0
9/28/23 0:51,12:54:19,23.6,23.5,100,100,100,100,0
9/28/23 0:51,12:54:20,23.6,23.5,100,100,100,100,0
9/28/23 0:51,12:54:21,23.6,23.5,100,100,100,100,0
9/28/23 0:51,12:54:22,23.6,23.5,100,100,100,100,0
9/28/23 0:51,12:54:23,23.6,23.5,100,100,100,100,0
9/28/23 0:51,12:54:24,23.6,23.5,100,100,100,100,0
9/28/23 0:51,12:54:25,23.6,23.5,100,100,100,100,0
9/28/23 0:51,12:54:30,23.7,23.5,100,100,100,100,0
9/28/23 0:51,12:54:31,23.7,23.5,100,100,100,100,0
9/28/23 0:51,12:54:32,23.7,23.6,100,100,100,100,0
9/28/23 0:51,12:54:33,23.7,23.6,100,100,100,100,0
9/28/23 0:51,12:54:35,23.7,23.6,100,100,100,100,0
9/28/23 0:51,12:54:36,23.7,23.6,100,100,100,100,0
9/28/23 0:51,12:54:38,23.7,23.6,100,100,100,100,0
9/28/23 0:51,12:54:40,23.7,23.6,100,100,100,100,0
9/28/23 0:51,12:54:41,23.8,23.6,100,100,100,100,0
9/28/23 0:51,12:54:43,23.8,23.6,100,100,100,100,0
9/28/23 0:51,12:54:44,23.8,23.6,100,100,100,100,0
9/28/23 0:51,12:54:45,23.8,23.7,100,100,100,100,0
9/28/23 0:51,12:54:50,23.8,23.7,100,100,100,100,0
9/28/23 0:51,12:54:52,23.8,23.7,100,100,100,100,0
9/28/23 0:51,12:54:53,23.9,23.7,100,100,100,100,0
9/28/23 0:51,12:54:56,23.9,23.7,100,100,100,100,0
9/28/23 0:51,12:54:58,23.9,23.8,100,100,100,100,0
9/28/23 0:51,12:55:00,23.9,23.8,100,100,100,100,0
9/28/23 0:51,12:55:03,23.9,23.8,100,100,100,100,0
9/28/23 0:51,12:55:05,23.9,23.8,100,100,100,100,0
9/28/23 0:51,12:55:06,24,23.8,100,100,100,100,0
9/28/23 0:51,12:55:09,24,23.8,100,100,100,100,0
9/28/23 0:51,12:55:10,24,23.9,100,100,100,100,0
9/28/23 0:51,12:55:11,24,23.9,100,100,100,100,0
9/28/23 0:52,12:55:13,24,23.9,100,100,100,100,0
9/28/23 0:52,12:55:14,24,23.9,100,100,100,100,0
9/28/23 0:52,12:55:18,24.1,23.9,100,100,100,100,0
9/28/23 0:52,12:55:21,24.1,23.9,100,100,100,100,0
9/28/23 0:52,12:55:22,24.1,24,100,100,100,100,0
9/28/23 0:52,12:55:25,24.1,24,100,100,100,100,0
9/28/23 0:52,12:55:26,24.1,24,100,100,100,100,0
9/28/23 0:52,12:55:30,24.2,24,100,100,100,100,0
9/28/23 0:52,12:55:33,24.2,24,100,100,100,100,0
9/28/23 0:52,12:55:34,24.2,24.1,100,100,100,100,0
9/28/23 0:52,12:55:41,24.3,24.1,100,100,100,100,0
9/28/23 0:52,12:55:42,24.3,24.1,100,100,100,100,0
9/28/23 0:52,12:55:43,24.3,24.1,100,100,100,100,0
9/28/23 0:52,12:55:44,24.3,24.2,100,100,100,100,0
9/28/23 0:52,12:55:53,24.4,24.2,100,100,100,100,0
9/28/23 0:52,12:55:54,24.4,24.2,100,100,100,100,0
9/28/23 0:52,12:55:55,24.4,24.3,100,100,100,100,0
9/28/23 0:52,12:56:05,24.5,24.3,100,100,100,100,0
9/28/23 0:52,12:56:06,24.5,24.3,100,100,100,100,0
9/28/23 0:52,12:56:07,24.5,24.4,100,100,100,100,0
9/28/23 0:53,12:56:18,24.6,24.4,100,100,100,100,0
9/28/23 0:53,12:56:20,24.6,24.4,100,100,100,100,0
9/28/23 0:53,12:56:21,24.6,24.5,100,100,100,100,0
9/28/23 0:53,12:56:28,24.6,24.5,100,100,100,100,0
9/28/23 0:53,12:56:29,24.6,24.6,100,100,100,100,0
9/28/23 0:53,12:56:30,24.7,24.6,100,100,100,100,0
9/28/23 0:53,12:56:36,24.7,24.6,100,100,100,100,0
9/28/23 0:53,12:56:37,24.7,24.7,100,100,100,100,0
9/28/23 0:53,12:56:38,24.7,24.6,100,100,100,100,0
9/28/23 0:53,12:56:40,24.7,24.6,100,100,100,100,0
9/28/23 0:53,12:56:41,24.7,24.7,100,100,100,100,0
9/28/23 0:53,12:56:42,24.8,24.7,100,100,100,100,0
9/28/23 0:53,12:56:46,24.8,24.7,100,100,100,100,0
9/28/23 0:53,12:56:47,24.8,24.8,100,100,100,100,0
9/28/23 0:53,12:56:53,24.9,24.8,100,100,100,100,0
9/28/23 0:53,12:56:59,24.9,24.8,100,100,100,100,0
9/28/23 0:53,12:57:00,24.9,24.9,100,100,100,100,0
9/28/23 0:53,12:57:05,25,24.9,100,100,100,100,0
9/28/23 0:53,12:57:09,25,24.9,100,100,100,100,0
9/28/23 0:53,12:57:10,25,25,100,100,100,100,0
9/28/23 0:54,12:57:25,25,25,100,100,100,100,0
9/28/23 0:54,12:57:26,25,25,100,100,100,100,0
9/28/23 0:54,12:57:32,25,25,100,100,100,100,0
9/28/23 0:54,12:57:33,25,25,100,100,100,100,0
9/28/23 0:54,12:57:41,25,25,100,100,100,100,0
9/28/23 0:54,12:57:42,25,25,100,100,100,100,0
9/28/23 0:54,12:57:43,25,25,100,100,100,100,0
9/28/23 0:54,12:57:44,25,25,100,100,100,100,0
9/28/23 0:54,12:57:46,25,25,100,100,100,100,0
9/28/23 0:58,13:01:32,25,25,100,100,100,100,0
9/28/23 0:58,13:01:33,25,25,100,100,100,100,0
9/28/23 0:58,13:01:53,25,25,100,100,100,100,0
9/28/23 0:58,13:01:55,25,25,100,100,100,100,0
9/28/23 0:58,13:01:56,25,25,100,100,100,100,0
9/28/23 0:58,13:02:00,25,25,100,100,100,100,0
9/28/23 0:58,13:02:01,25,25,100,100,100,100,0
9/28/23 0:58,13:02:10,25,25,100,100,100,100,0
9/28/23 0:59,13:02:16,25,25,100,100,100,100,0
9/28/23 0:59,13:02:17,25,25,100,100,100,100,0
9/28/23 0:59,13:02:19,25,25,100,100,100,100,0
9/28/23 0:59,13:02:31,25,25,100,100,100,100,0
9/28/23 0:59,13:02:32,25,25,100,100,100,100,0
9/28/23 0:59,13:02:33,25,25,100,100,100,100,0
9/28/23 0:59,13:02:35,25,25,100,100,100,100,0
9/28/23 0:59,13:02:39,25,25,100,100,100,100,0
9/28/23 0:59,13:02:40,25,25,100,100,100,100,0
9/28/23 0:59,13:02:41,25,25,100,100,100,100,0
9/28/23 0:59,13:02:43,25,25,100,100,100,100,0
9/28/23 0:59,13:02:45,25,25,100,100,100,100,0
9/28/23 0:59,13:02:47,25,25,100,100,100,100,0
9/28/23 1:02,13:05:16,25,25,100,100,100,100,0
9/28/23 1:02,13:05:17,25,25,100,100,100,100,0
9/28/23 1:02,13:05:34,25,25,100,100,100,100,0
9/28/23 1:02,13:05:35,25,25,100,100,100,100,0
9/28/23 1:02,13:05:36,25,25,100,100,100,100,0
9/28/23 1:02,13:05:38,25,25,100,100,100,100,0
9/28/23 1:02,13:05:39,25,25,100,100,100,100,0
9/28/23 1:02,13:05:40,25,25,100,100,100,100,0
9/28/23 1:02,13:05:48,25,25,100,100,100,100,0
9/28/23 1:02,13:05:49,25,25,100,100,100,100,0
9/28/23 1:02,13:05:51,25,25,100,100,100,100,0
9/28/23 1:02,13:05:53,25,25,100,100,100,100,0
9/28/23 1:02,13:05:54,25,25,100,100,100,100,0
9/28/23 1:02,13:05:57,25,25,100,100,100,100,0
9/28/23 1:02,13:06:03,25,25,100,100,100,100,0
9/28/23 1:02,13:06:06,25,25,100,100,100,100,0
9/28/23 1:02,13:06:08,25,25,100,100,100,100,0
9/28/23 1:02,13:06:09,25,25,100,100,100,100,0
9/28/23 1:02,13:06:10,25,25,100,100,100,100,0
9/28/23 1:02,13:06:11,25,25,100,100,100,100,0
9/28/23 1:03,13:06:12,25,25,100,100,100,100,0
9/28/23 1:03,13:06:13,25,25,100,100,100,100,0
9/28/23 1:03,13:06:14,25,25,100,100,100,100,0
9/28/23 1:03,13:06:16,25,25,100,100,100,100,0
9/28/23 1:03,13:06:17,25,25,100,100,100,100,0
9/28/23 1:03,13:06:21,25,25,100,100,100,100,0
9/28/23 1:03,13:06:22,25,25,100,100,100,100,0
9/28/23 1:03,13:06:26,25,25,100,100,100,100,0
9/28/23 1:03,13:06:27,25,25,100,100,100,100,0
9/28/23 1:03,13:06:31,25,25,100,100,100,100,0
9/28/23 1:03,13:06:41,25,25,100,100,100,100,0
9/28/23 1:03,13:06:42,25,25,100,100,100,100,0
9/28/23 1:03,13:06:47,25,25,100,100,100,100,0
9/28/23 1:03,13:06:48,25,25,100,100,100,100,0
9/28/23 1:03,13:06:51,25,25,100,100,100,100,0
9/28/23 1:03,13:06:52,25,25,100,100,100,100,0
9/28/23 1:03,13:06:56,25,25,100,100,100,100,0
9/28/23 1:03,13:06:59,25,25,100,100,100,100,0
9/28/23 1:03,13:07:00,25,25,100,100,100,100,0
9/28/23 1:03,13:07:02,25,25,100,100,100,100,0
9/28/23 1:03,13:07:04,25,25,100,100,100,100,0
9/28/23 1:03,13:07:05,25,25,100,100,100,100,0
9/28/23 1:03,13:07:06,25,25,100,100,100,100,0
9/28/23 1:03,13:07:10,25,25,100,100,100,100,0
9/28/23 1:03,13:07:11,25,25,100,100,100,100,0
9/28/23 1:04,13:07:12,25,25,100,100,100,100,0
9/28/23 1:04,13:07:17,25,25,100,100,100,100,0
9/28/23 1:04,13:07:19,25,25,100,100,100,100,0
9/28/23 1:04,13:07:22,25,25,100,100,100,100,0
9/28/23 1:04,13:07:23,25,25,100,100,100,100,0
9/28/23 1:04,13:07:24,25,25,100,100,100,100,0
9/28/23 1:04,13:07:25,25,25,100,100,100,100,0
9/28/23 1:04,13:07:27,25,25,100,100,100,100,0
9/28/23 1:04,13:07:28,25,25,100,100,100,100,0
9/28/23 1:04,13:07:29,25,25,100,100,100,100,0
9/28/23 1:04,13:07:35,25,25,100,100,100,100,0
9/28/23 1:04,13:07:38,25,25,100,100,100,100,0
9/28/23 1:04,13:07:49,25,25,100,100,100,100,0
9/28/23 1:04,13:07:50,25,25,100,100,100,100,0
9/28/23 1:04,13:08:06,25,25,100,100,100,100,0
9/28/23 1:04,13:08:07,25,25,100,100,100,100,0
9/28/23 1:04,13:08:08,25,25,100,100,100,100,0
9/28/23 1:04,13:08:09,25,25,100,100,100,100,0
9/28/23 1:04,13:08:11,25,25,100,100,100,100,0
9/28/23 1:05,13:08:12,25,25,100,100,100,100,0
9/28/23 1:05,13:08:13,25,25,100,100,100,100,0
9/28/23 1:05,13:08:14,25,25,100,100,100,100,0
9/28/23 1:05,13:08:21,25,25,100,100,100,100,0
9/28/23 1:05,13:08:22,25,25,100,100,100,100,0
9/28/23 1:05,13:08:29,25,25,100,100,100,100,0
9/28/23 1:05,13:08:30,25,25,100,100,100,100,0
9/28/23 1:05,13:08:33,25,25,100,100,100,100,0
9/28/23 1:05,13:08:34,25,25,100,100,100,100,0
9/28/23 1:05,13:08:37,25,25,100,100,100,100,0
9/28/23 1:05,13:08:39,25,25,100,100,100,100,0
9/28/23 1:05,13:08:40,25,25,100,100,100,100,0
9/28/23 1:05,13:08:41,25,25,100,100,100,100,0
