Crystal16 Data Report File,Version: 1014,,,,,,,
,,,,,,,,
,,,,,,,,
Experiment details,,,,,,,,
ExperimentNumber,0,,,,,,,
Experimentor,Mona,,,,,,,
Project,MA-P4VP-1-Butanol-Acetone-Ethyl acetate-2,4,6-TrimethylPyridine,,,,,
Reactor1,15.17 mg/ml P4VP in 1-Butanol,,,,,,,
Reactor2,14.86 mg/ml P4VP in Acetone,,,,,,,
Reactor3,14.59 mg/ml P4VP in Ethyl acetate,,,,,,,
Reactor4,15.53 mg/ml P4VP in 2,4,6-TrimethylPyridine,,,,,
,,,,,,,,
Labjournal,,,,,,,,
,,,,,,,,
,,,,,,,,
Description,,,,,,,,
polymer_ids,P4VP:41,,,,,,,
solvent_ids,1-butanol:6,Acetone:16,Ethyl acetate:19,"2,4,6-TrimethylPyridine:44",,,,
Start of Experiment,9/28/23 12:05,,,,,,,
,,,,,,,,
Temperature Program,,,,,,,,
Block,B,,,,,,,
Heat to,20, at ,20, °C/min,,,,
Hold at,20, for ,13, sec,,,,
Tune,,,,,,,,
9/28/23 15:41,3:35:03,24.3,24.4,100,100,100,100,0
9/28/23 15:41,3:35:05,24.3,24.4,100,100,100,100,0
9/28/23 15:41,3:35:12,24.3,24.4,100,100,100,100,0
9/28/23 15:41,3:35:13,24.3,24.3,100,100,100,100,0
9/28/23 15:41,3:35:14,24.3,24.3,100,100,100,100,0
9/28/23 15:41,3:35:15,24.2,24.3,100,100,100,100,0
9/28/23 15:41,3:35:17,24.2,24.3,100,100,100,100,0
9/28/23 15:41,3:35:18,24.2,24.3,100,100,100,100,0
9/28/23 15:41,3:35:20,24.2,24.3,100,100,100,100,0
9/28/23 15:41,3:35:23,24.2,24.3,100,100,100,100,0
9/28/23 15:41,3:35:24,24.2,24.3,100,100,100,100,0
9/28/23 15:41,3:35:25,24.2,24.2,100,100,100,100,0
9/28/23 15:41,3:35:27,24.1,24.2,100,100,100,100,0
9/28/23 15:41,3:35:35,24.1,24.2,100,100,100,100,0
9/28/23 15:41,3:35:36,24.1,24.1,100,100,100,100,0
9/28/23 15:41,3:35:39,24,24.1,100,100,100,100,0
9/28/23 15:41,3:35:47,24,24.1,100,100,100,100,0
9/28/23 15:41,3:35:48,24,24,100,100,100,100,0
9/28/23 15:41,3:35:51,23.9,24,100,100,100,100,0
9/28/23 15:41,3:35:58,23.9,24,100,100,100,100,0
9/28/23 15:41,3:35:59,23.9,23.9,100,100,100,100,0
9/28/23 15:41,3:36:00,23.9,24,100,100,100,100,0
9/28/23 15:42,3:36:01,23.9,23.9,100,100,100,100,0
9/28/23 15:42,3:36:02,23.8,23.9,100,100,100,100,0
9/28/23 15:42,3:36:11,23.8,23.9,100,100,100,100,0
9/28/23 15:42,3:36:12,23.8,23.8,100,100,100,100,0
9/28/23 15:42,3:36:15,23.7,23.8,100,100,100,100,0
9/28/23 15:42,3:36:23,23.7,23.8,100,100,100,100,0
9/28/23 15:42,3:36:24,23.7,23.7,100,100,100,100,0
9/28/23 15:42,3:36:27,23.6,23.7,100,100,100,100,0
9/28/23 15:42,3:36:34,23.6,23.7,100,100,100,100,0
9/28/23 15:42,3:36:35,23.6,23.6,100,100,100,100,0
9/28/23 15:42,3:36:39,23.5,23.6,100,100,100,100,0
9/28/23 15:42,3:36:46,23.5,23.6,100,100,100,100,0
9/28/23 15:42,3:36:47,23.5,23.5,100,100,100,100,0
9/28/23 15:42,3:36:48,23.5,23.6,100,100,100,100,0
9/28/23 15:42,3:36:49,23.5,23.5,100,100,100,100,0
9/28/23 15:42,3:36:51,23.4,23.5,100,100,100,100,0
9/28/23 15:42,3:36:59,23.4,23.5,100,100,100,100,0
9/28/23 15:42,3:37:00,23.4,23.4,100,100,100,100,0
9/28/23 15:43,3:37:03,23.3,23.4,100,100,100,100,0
9/28/23 15:43,3:37:11,23.3,23.4,100,100,100,100,0
9/28/23 15:43,3:37:12,23.3,23.3,100,100,100,100,0
9/28/23 15:43,3:37:14,23.2,23.3,100,100,100,100,0
9/28/23 15:43,3:37:21,23.2,23.3,100,100,100,100,0
9/28/23 15:43,3:37:22,23.2,23.2,100,100,100,100,0
9/28/23 15:43,3:37:23,23.2,23.2,100,100,100,100,0
9/28/23 15:43,3:37:24,23.2,23.2,100,100,100,100,0
9/28/23 15:43,3:37:27,23.1,23.2,100,100,100,100,0
9/28/23 15:43,3:37:35,23.1,23.2,100,100,100,100,0
9/28/23 15:43,3:37:36,23.1,23.1,100,100,100,100,0
9/28/23 15:43,3:37:39,23,23.1,100,100,100,100,0
9/28/23 15:43,3:37:47,23,23.1,100,100,100,100,0
9/28/23 15:43,3:37:48,23,23,100,100,100,100,0
9/28/23 15:43,3:37:51,22.9,23,100,100,100,100,0
9/28/23 15:43,3:37:58,22.9,23,100,100,100,100,0
9/28/23 15:43,3:37:59,22.9,22.9,100,100,100,100,0
9/28/23 15:44,3:38:03,22.8,22.9,100,100,100,100,0
9/28/23 15:44,3:38:11,22.8,22.9,100,100,100,100,0
9/28/23 15:44,3:38:12,22.8,22.8,100,100,100,100,0
9/28/23 15:44,3:38:14,22.8,22.8,100,100,100,100,0
9/28/23 15:44,3:38:15,22.7,22.8,100,100,100,100,0
9/28/23 15:44,3:38:18,22.7,22.8,100,100,100,100,0
9/28/23 15:44,3:38:19,22.7,22.8,100,100,100,100,0
9/28/23 15:44,3:38:22,22.7,22.8,100,100,100,100,0
9/28/23 15:44,3:38:23,22.7,22.7,100,100,100,100,0
9/28/23 15:44,3:38:24,22.7,22.7,100,100,100,100,0
9/28/23 15:44,3:38:26,22.6,22.7,100,100,100,100,0
9/28/23 15:44,3:38:29,22.6,22.7,100,100,100,100,0
9/28/23 15:44,3:38:30,22.6,22.7,100,100,100,100,0
9/28/23 15:44,3:38:31,22.6,22.7,100,100,100,100,0
9/28/23 15:44,3:38:32,22.6,22.7,100,100,100,100,0
9/28/23 15:44,3:38:34,22.6,22.7,100,100,100,100,0
9/28/23 15:44,3:38:35,22.6,22.6,100,100,100,100,0
9/28/23 15:44,3:38:38,22.5,22.6,100,100,100,100,0
9/28/23 15:44,3:38:40,22.5,22.6,100,100,100,100,0
9/28/23 15:44,3:38:42,22.5,22.6,100,100,100,100,0
9/28/23 15:44,3:38:43,22.5,22.6,100,100,100,100,0
9/28/23 15:44,3:38:44,22.5,22.6,100,100,100,100,0
9/28/23 15:44,3:38:46,22.5,22.6,100,100,100,100,0
9/28/23 15:44,3:38:47,22.5,22.5,100,100,100,100,0
9/28/23 15:44,3:38:51,22.4,22.5,100,100,100,100,0
9/28/23 15:44,3:38:55,22.4,22.5,100,100,100,100,0
9/28/23 15:44,3:38:56,22.4,22.5,100,100,100,100,0
9/28/23 15:44,3:38:57,22.4,22.5,100,100,100,100,0
9/28/23 15:44,3:38:58,22.4,22.4,100,100,100,100,0
9/28/23 15:44,3:38:59,22.4,22.4,100,100,100,100,0
9/28/23 15:45,3:39:03,22.3,22.4,100,100,100,100,0
9/28/23 15:45,3:39:04,22.3,22.4,100,100,100,100,0
9/28/23 15:45,3:39:05,22.3,22.4,100,100,100,100,0
9/28/23 15:45,3:39:06,22.3,22.4,100,100,100,100,0
9/28/23 15:45,3:39:07,22.3,22.4,100,100,100,100,0
9/28/23 15:45,3:39:09,22.3,22.4,100,100,100,100,0
9/28/23 15:45,3:39:10,22.3,22.4,100,100,100,100,0
9/28/23 15:45,3:39:11,22.3,22.3,100,100,100,100,0
9/28/23 15:45,3:39:12,22.3,22.3,100,100,100,100,0
9/28/23 15:45,3:39:13,22.3,22.3,100,100,100,100,0
9/28/23 15:45,3:39:14,22.3,22.3,100,100,100,100,0
9/28/23 15:45,3:39:15,22.2,22.3,100,100,100,100,0
9/28/23 15:45,3:39:16,22.2,22.3,100,100,100,100,0
9/28/23 15:45,3:39:18,22.2,22.3,100,100,100,100,0
9/28/23 15:45,3:39:19,22.2,22.3,100,100,100,100,0
9/28/23 15:45,3:39:20,22.2,22.3,100,100,100,100,0
9/28/23 15:45,3:39:21,22.2,22.3,100,100,100,100,0
9/28/23 15:45,3:39:22,22.2,22.3,100,100,100,100,0
9/28/23 15:45,3:39:23,22.2,22.3,100,100,100,100,0
9/28/23 15:45,3:39:24,22.2,22.2,100,100,100,100,0
9/28/23 15:45,3:39:26,22.2,22.2,100,100,100,100,0
9/28/23 15:45,3:39:27,22.1,22.2,100,100,100,100,0
9/28/23 15:45,3:39:28,22.1,22.2,100,100,100,100,0
9/28/23 15:45,3:39:29,22.1,22.2,100,100,100,100,0
9/28/23 15:45,3:39:30,22.1,22.2,100,100,100,100,0
9/28/23 15:45,3:39:31,22.1,22.2,100,100,100,100,0
9/28/23 15:45,3:39:32,22.1,22.2,100,100,100,100,0
9/28/23 15:45,3:39:33,22.1,22.1,100,100,100,100,0
9/28/23 15:45,3:39:34,22.1,22.1,100,100,100,100,0
9/28/23 15:45,3:39:35,22.1,22.1,100,100,100,100,0
9/28/23 15:45,3:39:36,22.1,22.2,100,100,100,100,0
9/28/23 15:45,3:39:37,22.1,22.1,100,100,100,100,0
9/28/23 15:45,3:39:38,22,22.1,100,100,100,100,0
9/28/23 15:45,3:39:40,22,22.1,100,100,100,100,0
9/28/23 15:45,3:39:41,22,22.1,100,100,100,100,0
9/28/23 15:45,3:39:42,22,22.1,100,100,100,100,0
9/28/23 15:45,3:39:43,22,22.1,100,100,100,100,0
9/28/23 15:45,3:39:44,22,22.1,100,100,100,100,0
9/28/23 15:45,3:39:45,22,22,100,100,100,100,0
9/28/23 15:45,3:39:48,22,22,100,100,100,100,0
9/28/23 15:45,3:39:49,22,22,100,100,100,100,0
9/28/23 15:45,3:39:50,21.9,22,100,100,100,100,0
9/28/23 15:45,3:39:52,21.9,22,100,100,100,100,0
9/28/23 15:45,3:39:54,21.9,22,100,100,100,100,0
9/28/23 15:45,3:39:55,21.9,22,100,100,100,100,0
9/28/23 15:45,3:39:56,21.9,22,100,100,100,100,0
9/28/23 15:45,3:39:57,21.9,22,100,100,100,100,0
9/28/23 15:45,3:39:58,21.9,21.9,100,100,100,100,0
9/28/23 15:45,3:40:00,21.9,21.9,100,100,100,100,0
9/28/23 15:46,3:40:03,21.8,21.9,100,100,100,100,0
9/28/23 15:46,3:40:04,21.8,21.9,100,100,100,100,0
9/28/23 15:46,3:40:05,21.8,21.9,100,100,100,100,0
9/28/23 15:46,3:40:07,21.8,21.9,100,100,100,100,0
9/28/23 15:46,3:40:08,21.8,21.9,100,100,100,100,0
9/28/23 15:46,3:40:09,21.8,21.9,100,100,100,100,0
9/28/23 15:46,3:40:10,21.8,21.9,100,100,100,100,0
9/28/23 15:46,3:40:11,21.8,21.8,100,100,100,100,0
9/28/23 15:46,3:40:15,21.7,21.8,100,100,100,100,0
9/28/23 15:46,3:40:21,21.7,21.8,100,100,100,100,0
9/28/23 15:46,3:40:22,21.7,21.8,100,100,100,100,0
9/28/23 15:46,3:40:23,21.7,21.7,100,100,100,100,0
9/28/23 15:46,3:40:26,21.7,21.7,100,100,100,100,0
9/28/23 15:46,3:40:27,21.6,21.7,100,100,100,100,0
9/28/23 15:46,3:40:30,21.6,21.7,100,100,100,100,0
9/28/23 15:46,3:40:31,21.6,21.7,100,100,100,100,0
9/28/23 15:46,3:40:34,21.6,21.7,100,100,100,100,0
9/28/23 15:46,3:40:35,21.6,21.6,100,100,100,100,0
9/28/23 15:46,3:40:36,21.6,21.6,100,100,100,100,0
9/28/23 15:46,3:40:37,21.6,21.6,100,100,100,100,0
9/28/23 15:46,3:40:39,21.5,21.6,100,100,100,100,0
9/28/23 15:46,3:40:40,21.5,21.6,100,100,100,100,0
9/28/23 15:46,3:40:41,21.5,21.6,100,100,100,100,0
9/28/23 15:46,3:40:45,21.5,21.6,100,100,100,100,0
9/28/23 15:46,3:40:46,21.5,21.5,100,100,100,100,0
9/28/23 15:46,3:40:47,21.5,21.5,100,100,100,100,0
9/28/23 15:46,3:40:50,21.4,21.5,100,100,100,100,0
9/28/23 15:46,3:40:58,21.4,21.5,100,100,100,100,0
9/28/23 15:46,3:40:59,21.4,21.4,100,100,100,100,0
9/28/23 15:46,3:41:00,21.4,21.4,100,100,100,100,0
9/28/23 15:47,3:41:02,21.3,21.4,100,100,100,100,0
9/28/23 15:47,3:41:12,21.3,21.4,100,100,100,100,0
9/28/23 15:47,3:41:13,21.3,21.3,100,100,100,100,0
9/28/23 15:47,3:41:15,21.2,21.3,100,100,100,100,0
9/28/23 15:47,3:41:23,21.2,21.3,100,100,100,100,0
9/28/23 15:47,3:41:24,21.2,21.2,100,100,100,100,0
9/28/23 15:47,3:41:27,21.1,21.2,100,100,100,100,0
9/28/23 15:47,3:41:35,21.1,21.2,100,100,100,100,0
9/28/23 15:47,3:41:36,21.1,21.1,100,100,100,100,0
9/28/23 15:47,3:41:39,21,21.1,100,100,100,100,0
9/28/23 15:47,3:41:48,21,21.1,100,100,100,100,0
9/28/23 15:47,3:41:49,21,21,100,100,100,100,0
9/28/23 15:47,3:41:51,20.9,21,100,100,100,100,0
9/28/23 15:47,3:41:58,20.9,21,100,100,100,100,0
9/28/23 15:47,3:41:59,20.9,20.9,100,100,100,100,0
9/28/23 15:48,3:42:02,20.8,20.9,100,100,100,100,0
9/28/23 15:48,3:42:10,20.8,20.9,100,100,100,100,0
9/28/23 15:48,3:42:11,20.8,20.8,100,100,100,100,0
9/28/23 15:48,3:42:14,20.7,20.8,100,100,100,100,0
9/28/23 15:48,3:42:22,20.7,20.8,100,100,100,100,0
9/28/23 15:48,3:42:23,20.7,20.7,100,100,100,100,0
9/28/23 15:48,3:42:27,20.6,20.7,100,100,100,100,0
9/28/23 15:48,3:42:36,20.6,20.7,100,100,100,100,0
9/28/23 15:48,3:42:37,20.6,20.6,100,100,100,100,0
9/28/23 15:48,3:42:39,20.5,20.6,100,100,100,100,0
9/28/23 15:48,3:42:47,20.5,20.6,100,100,100,100,0
9/28/23 15:48,3:42:48,20.5,20.5,100,100,100,100,0
9/28/23 15:48,3:42:51,20.4,20.5,100,100,100,100,0
9/28/23 15:48,3:42:58,20.4,20.5,100,100,100,100,0
9/28/23 15:48,3:42:59,20.4,20.4,100,100,100,100,0
9/28/23 15:49,3:43:02,20.3,20.4,100,100,100,100,0
9/28/23 15:49,3:43:10,20.3,20.4,100,100,100,100,0
9/28/23 15:49,3:43:11,20.3,20.3,100,100,100,100,0
9/28/23 15:49,3:43:14,20.2,20.3,100,100,100,100,0
9/28/23 15:49,3:43:21,20.2,20.3,100,100,100,100,0
9/28/23 15:49,3:43:22,20.2,20.2,100,100,100,100,0
9/28/23 15:49,3:43:26,20.1,20.2,100,100,100,100,0
9/28/23 15:49,3:43:33,20.1,20.2,100,100,100,100,0
9/28/23 15:49,3:43:34,20.1,20.1,100,100,100,100,0
9/28/23 15:49,3:43:38,20,20.1,100,100,100,100,0
9/28/23 15:49,3:43:46,20,20.1,100,100,100,100,0
9/28/23 15:49,3:43:47,20,20,100,100,100,100,0
9/28/23 15:49,3:43:51,19.9,20,100,100,100,100,0
9/28/23 15:49,3:43:54,19.9,20,100,100,100,100,0
9/28/23 15:49,3:43:55,19.9,20,100,100,100,100,0
9/28/23 15:49,3:43:59,19.9,20,100,100,100,100,0
9/28/23 15:49,3:44:00,19.9,19.9,100,100,100,100,0
9/28/23 15:50,3:44:03,19.8,19.9,100,100,100,100,0
9/28/23 15:50,3:44:11,19.8,19.9,100,100,100,100,0
9/28/23 15:50,3:44:12,19.8,19.8,100,100,100,100,0
9/28/23 15:50,3:44:14,19.7,19.8,100,100,100,100,0
9/28/23 15:50,3:44:22,19.7,19.8,100,100,100,100,0
9/28/23 15:50,3:44:23,19.7,19.8,100,100,100,100,0
9/28/23 15:50,3:44:24,19.7,19.8,100,100,100,100,0
9/28/23 15:50,3:44:25,19.7,19.7,100,100,100,100,0
9/28/23 15:50,3:44:26,19.6,19.7,100,100,100,100,0
9/28/23 15:50,3:44:33,19.6,19.7,100,100,100,100,0
9/28/23 15:50,3:44:34,19.6,19.7,100,100,100,100,0
9/28/23 15:50,3:44:35,19.6,19.7,100,100,100,100,0
9/28/23 15:50,3:44:36,19.6,19.6,100,100,100,100,0
9/28/23 15:50,3:44:38,19.5,19.6,100,100,100,100,0
9/28/23 15:50,3:44:39,19.5,19.6,100,100,100,100,0
9/28/23 15:50,3:44:40,19.5,19.6,100,100,100,100,0
9/28/23 15:50,3:44:41,19.5,19.6,100,100,100,100,0
9/28/23 15:50,3:44:43,19.5,19.6,100,100,100,100,0
9/28/23 15:50,3:44:45,19.5,19.6,100,100,100,100,0
9/28/23 15:50,3:44:46,19.5,19.6,100,100,100,100,0
9/28/23 15:50,3:44:47,19.5,19.6,100,100,100,100,0
9/28/23 15:50,3:44:48,19.5,19.6,100,100,100,100,0
9/28/23 15:50,3:44:49,19.5,19.5,100,100,100,100,0
9/28/23 15:50,3:44:50,19.4,19.5,100,100,100,100,0
9/28/23 15:50,3:45:00,19.4,19.5,100,100,100,100,0
9/28/23 15:51,3:45:01,19.4,19.4,100,100,100,100,0
9/28/23 15:51,3:45:02,19.4,19.5,100,100,100,100,0
9/28/23 15:51,3:45:03,19.3,19.4,100,100,100,100,0
9/28/23 15:51,3:45:04,19.3,19.4,100,100,100,100,0
9/28/23 15:51,3:45:05,19.3,19.4,100,100,100,100,0
9/28/23 15:51,3:45:07,19.3,19.4,100,100,100,100,0
9/28/23 15:51,3:45:08,19.3,19.4,100,100,100,100,0
9/28/23 15:51,3:45:10,19.3,19.4,100,100,100,100,0
9/28/23 15:51,3:45:11,19.3,19.4,100,100,100,100,0
9/28/23 15:51,3:45:12,19.3,19.3,100,100,100,100,0
9/28/23 15:51,3:45:13,19.3,19.4,100,100,100,100,0
9/28/23 15:51,3:45:14,19.3,19.3,100,100,100,100,0
9/28/23 15:51,3:45:15,19.2,19.3,100,100,100,100,0
9/28/23 15:51,3:45:22,19.2,19.3,100,100,100,100,0
9/28/23 15:51,3:45:23,19.2,19.2,100,100,100,100,0
9/28/23 15:51,3:45:24,19.2,19.3,100,100,100,100,0
9/28/23 15:51,3:45:25,19.2,19.3,100,100,100,100,0
9/28/23 15:51,3:45:26,19.1,19.2,100,100,100,100,0
9/28/23 15:51,3:45:34,19.1,19.2,100,100,100,100,0
9/28/23 15:51,3:45:35,19.1,19.1,100,100,100,100,0
9/28/23 15:51,3:45:38,19,19.1,100,100,100,100,0
9/28/23 15:51,3:45:47,19,19.1,100,100,100,100,0
9/28/23 15:51,3:45:48,19,19,100,100,100,100,0
9/28/23 15:51,3:45:50,18.9,19,100,100,100,100,0
9/28/23 15:51,3:45:51,18.9,19,100,100,100,100,0
9/28/23 15:51,3:46:00,18.9,19,100,100,100,100,0
9/28/23 15:52,3:46:01,18.9,18.9,100,100,100,100,0
9/28/23 15:52,3:46:02,18.8,18.9,100,100,100,100,0
9/28/23 15:52,3:46:05,18.8,18.9,100,100,100,100,0
9/28/23 15:52,3:46:07,18.8,18.9,100,100,100,100,0
9/28/23 15:52,3:46:08,18.8,18.9,100,100,100,100,0
9/28/23 15:52,3:46:09,18.8,18.9,100,100,100,100,0
9/28/23 15:52,3:46:10,18.8,18.9,100,100,100,100,0
9/28/23 15:52,3:46:11,18.8,18.8,100,100,100,100,0
9/28/23 15:52,3:46:12,18.8,18.9,100,100,100,100,0
9/28/23 15:52,3:46:13,18.8,18.8,100,100,100,100,0
9/28/23 15:52,3:46:15,18.7,18.8,100,100,100,100,0
9/28/23 15:52,3:46:18,18.7,18.8,100,100,100,100,0
9/28/23 15:52,3:46:21,18.7,18.8,100,100,100,100,0
9/28/23 15:52,3:46:23,18.7,18.8,100,100,100,100,0
9/28/23 15:52,3:46:24,18.7,18.7,100,100,100,100,0
9/28/23 15:52,3:46:25,18.7,18.7,100,100,100,100,0
9/28/23 15:52,3:46:26,18.6,18.7,100,100,100,100,0
9/28/23 15:52,3:46:29,18.6,18.7,100,100,100,100,0
9/28/23 15:52,3:46:30,18.6,18.7,100,100,100,100,0
9/28/23 15:52,3:46:33,18.6,18.7,100,100,100,100,0
9/28/23 15:52,3:46:34,18.6,18.6,100,100,100,100,0
9/28/23 15:52,3:46:35,18.6,18.6,100,100,100,100,0
9/28/23 15:52,3:46:36,18.6,18.6,100,100,100,100,0
9/28/23 15:52,3:46:38,18.5,18.6,100,100,100,100,0
9/28/23 15:52,3:46:45,18.5,18.6,100,100,100,100,0
9/28/23 15:52,3:46:47,18.5,18.6,100,100,100,100,0
9/28/23 15:52,3:46:48,18.5,18.5,100,100,100,100,0
9/28/23 15:52,3:46:49,18.5,18.6,100,100,100,100,0
9/28/23 15:52,3:46:50,18.4,18.5,100,100,100,100,0
9/28/23 15:52,3:46:58,18.4,18.5,100,100,100,100,0
9/28/23 15:52,3:46:59,18.4,18.4,100,100,100,100,0
9/28/23 15:52,3:47:00,18.4,18.5,100,100,100,100,0
9/28/23 15:53,3:47:01,18.4,18.4,100,100,100,100,0
9/28/23 15:53,3:47:02,18.3,18.4,100,100,100,100,0
9/28/23 15:53,3:47:03,18.3,18.4,100,100,100,100,0
9/28/23 15:53,3:47:04,18.3,18.4,100,100,100,100,0
9/28/23 15:53,3:47:07,18.3,18.4,100,100,100,100,0
9/28/23 15:53,3:47:08,18.3,18.4,100,100,100,100,0
9/28/23 15:53,3:47:09,18.3,18.4,100,100,100,100,0
9/28/23 15:53,3:47:10,18.3,18.3,100,100,100,100,0
9/28/23 15:53,3:47:11,18.3,18.4,100,100,100,100,0
9/28/23 15:53,3:47:12,18.3,18.4,100,100,100,100,0
9/28/23 15:53,3:47:13,18.3,18.3,100,100,100,100,0
9/28/23 15:53,3:47:14,18.2,18.3,100,100,100,100,0
9/28/23 15:53,3:47:22,18.2,18.3,100,100,100,100,0
9/28/23 15:53,3:47:23,18.2,18.2,100,100,100,100,0
9/28/23 15:53,3:47:27,18.1,18.2,100,100,100,100,0
9/28/23 15:53,3:47:36,18.1,18.2,100,100,100,100,0
9/28/23 15:53,3:47:37,18.1,18.1,100,100,100,100,0
9/28/23 15:53,3:47:38,18,18.1,100,100,100,100,0
9/28/23 15:53,3:47:46,18,18.1,100,100,100,100,0
9/28/23 15:53,3:47:47,18,18,100,100,100,100,0
9/28/23 15:53,3:47:50,17.9,18,100,100,100,100,0
9/28/23 15:53,3:47:57,17.9,18,100,100,100,100,0
9/28/23 15:53,3:47:58,17.9,17.9,100,100,100,100,0
9/28/23 15:53,3:47:59,17.9,18,100,100,100,100,0
9/28/23 15:53,3:48:00,17.9,17.9,100,100,100,100,0
9/28/23 15:54,3:48:02,17.8,17.9,100,100,100,100,0
9/28/23 15:54,3:48:11,17.8,17.9,100,100,100,100,0
9/28/23 15:54,3:48:12,17.8,17.8,100,100,100,100,0
9/28/23 15:54,3:48:14,17.7,17.8,100,100,100,100,0
9/28/23 15:54,3:48:25,17.7,17.8,100,100,100,100,0
9/28/23 15:54,3:48:26,17.6,17.7,100,100,100,100,0
9/28/23 15:54,3:48:34,17.6,17.7,100,100,100,100,0
9/28/23 15:54,3:48:35,17.6,17.6,100,100,100,100,0
9/28/23 15:54,3:48:38,17.5,17.6,100,100,100,100,0
9/28/23 15:54,3:48:47,17.5,17.6,100,100,100,100,0
9/28/23 15:54,3:48:48,17.5,17.5,100,100,100,100,0
9/28/23 15:54,3:48:50,17.4,17.5,100,100,100,100,0
9/28/23 15:54,3:48:58,17.4,17.5,100,100,100,100,0
9/28/23 15:54,3:48:59,17.4,17.4,100,100,100,100,0
9/28/23 15:55,3:49:02,17.3,17.4,100,100,100,100,0
9/28/23 15:55,3:49:11,17.3,17.4,100,100,100,100,0
9/28/23 15:55,3:49:12,17.3,17.3,100,100,100,100,0
9/28/23 15:55,3:49:14,17.2,17.3,100,100,100,100,0
9/28/23 15:55,3:49:23,17.2,17.3,100,100,100,100,0
9/28/23 15:55,3:49:24,17.2,17.2,100,100,100,100,0
9/28/23 15:55,3:49:26,17.1,17.2,100,100,100,100,0
9/28/23 15:55,3:49:35,17.1,17.2,100,100,100,100,0
9/28/23 15:55,3:49:36,17.1,17.1,100,100,100,100,0
9/28/23 15:55,3:49:38,17,17.1,100,100,100,100,0
9/28/23 15:55,3:49:47,17,17.1,100,100,100,100,0
9/28/23 15:55,3:49:48,17,17,100,100,100,100,0
9/28/23 15:55,3:49:50,16.9,17,100,100,100,100,0
9/28/23 15:55,3:49:59,16.9,17,100,100,100,100,0
9/28/23 15:55,3:50:00,16.9,16.9,100,100,100,100,0
9/28/23 15:56,3:50:02,16.8,16.9,100,100,100,100,0
9/28/23 15:56,3:50:11,16.8,16.9,100,100,100,100,0
9/28/23 15:56,3:50:12,16.8,16.8,100,100,100,100,0
9/28/23 15:56,3:50:14,16.7,16.8,100,100,100,100,0
9/28/23 15:56,3:50:23,16.7,16.8,100,100,100,100,0
9/28/23 15:56,3:50:24,16.7,16.7,100,100,100,100,0
9/28/23 15:56,3:50:26,16.6,16.7,100,100,100,100,0
9/28/23 15:56,3:50:35,16.6,16.7,100,100,100,100,0
9/28/23 15:56,3:50:36,16.6,16.6,100,100,100,100,0
9/28/23 15:56,3:50:38,16.5,16.6,100,100,100,100,0
9/28/23 15:56,3:50:47,16.5,16.6,100,100,100,100,0
9/28/23 15:56,3:50:48,16.5,16.5,100,100,100,100,0
9/28/23 15:56,3:50:50,16.4,16.5,100,100,100,100,0
9/28/23 15:56,3:50:58,16.4,16.5,100,100,100,100,0
9/28/23 15:56,3:50:59,16.4,16.4,100,100,100,100,0
9/28/23 15:57,3:51:02,16.3,16.4,100,100,100,100,0
9/28/23 15:57,3:51:11,16.3,16.4,100,100,100,100,0
9/28/23 15:57,3:51:12,16.3,16.3,100,100,100,100,0
9/28/23 15:57,3:51:14,16.2,16.3,100,100,100,100,0
9/28/23 15:57,3:51:23,16.2,16.3,100,100,100,100,0
9/28/23 15:57,3:51:24,16.2,16.2,100,100,100,100,0
9/28/23 15:57,3:51:26,16.1,16.2,100,100,100,100,0
9/28/23 15:57,3:51:36,16.1,16.2,100,100,100,100,0
9/28/23 15:57,3:51:37,16.1,16.1,100,100,100,100,0
9/28/23 15:57,3:51:38,16,16.1,100,100,100,100,0
9/28/23 15:57,3:51:47,16,16.1,100,100,100,100,0
9/28/23 15:57,3:51:48,16,16,100,100,100,100,0
9/28/23 15:57,3:51:49,16,16,100,100,100,100,0
9/28/23 15:57,3:51:50,15.9,16,100,100,100,100,0
9/28/23 15:57,3:51:58,15.9,16,100,100,100,100,0
9/28/23 15:57,3:51:59,15.9,15.9,100,100,100,100,0
9/28/23 15:58,3:52:02,15.8,15.9,100,100,100,100,0
9/28/23 15:58,3:52:11,15.8,15.9,100,100,100,100,0
9/28/23 15:58,3:52:12,15.8,15.8,100,100,100,100,0
9/28/23 15:58,3:52:13,15.7,15.8,100,100,100,100,0
9/28/23 15:58,3:52:14,15.7,15.8,100,100,100,100,0
9/28/23 15:58,3:52:15,15.7,15.8,100,100,100,100,0
9/28/23 15:58,3:52:17,15.7,15.8,100,100,100,100,0
9/28/23 15:58,3:52:22,15.7,15.8,100,100,100,100,0
9/28/23 15:58,3:52:23,15.7,15.7,100,100,100,100,0
9/28/23 15:58,3:52:24,15.7,15.8,100,100,100,100,0
9/28/23 15:58,3:52:25,15.7,15.7,100,100,100,100,0
9/28/23 15:58,3:52:26,15.6,15.7,100,100,100,100,0
9/28/23 15:58,3:52:35,15.6,15.7,100,100,100,100,0
9/28/23 15:58,3:52:36,15.6,15.6,100,100,100,100,0
9/28/23 15:58,3:52:38,15.5,15.6,100,100,100,100,0
9/28/23 15:58,3:52:41,15.5,15.6,100,100,100,100,0
9/28/23 15:58,3:52:42,15.5,15.6,100,100,100,100,0
9/28/23 15:58,3:52:44,15.5,15.6,100,100,100,100,0
9/28/23 15:58,3:52:45,15.5,15.6,100,100,100,100,0
