Crystal16 Data Report File,Version: 1014,,,,,,,
,,,,,,,,
,,,,,,,,
Experiment details,,,,,,,,
ExperimentNumber,0,,,,,,,
Experimentor,Mona,,,,,,,
Project,MA-P4VP-1-Butanol-Acetone-Ethyl acetate-2,4,6-TrimethylPyridine,,,,,
Reactor1,15.17 mg/ml P4VP in 1-Butanol,,,,,,,
Reactor2,14.86 mg/ml P4VP in Acetone,,,,,,,
Reactor3,14.59 mg/ml P4VP in Ethyl acetate,,,,,,,
Reactor4,15.53 mg/ml P4VP in 2,4,6-TrimethylPyridine,,,,,
,,,,,,,,
Labjournal,,,,,,,,
,,,,,,,,
,,,,,,,,
Description,,,,,,,,
polymer_ids,P4VP:41,,,,,,,
solvent_ids,1-butanol:6,Acetone:16,Ethyl acetate:19,"2,4,6-TrimethylPyridine:44",,,,
Start of Experiment,9/28/23 12:05,,,,,,,
,,,,,,,,
Temperature Program,,,,,,,,
Block,B,,,,,,,
Heat to,20, at ,20, °C/min,,,,
Hold at,20, for ,13, sec,,,,
Tune,,,,,,,,
9/28/23 15:24,3:18:57,32.4,32.5,100,100,100,100,0
9/28/23 15:24,3:18:58,32.4,32.5,100,100,100,100,0
9/28/23 15:24,3:18:59,32.4,32.4,100,100,100,100,0
9/28/23 15:24,3:19:00,32.4,32.4,100,100,100,100,0
9/28/23 15:25,3:19:03,32.4,32.4,100,100,100,100,0
9/28/23 15:25,3:19:04,32.3,32.4,100,100,100,100,0
9/28/23 15:25,3:19:06,32.3,32.4,100,100,100,100,0
9/28/23 15:25,3:19:07,32.3,32.4,100,100,100,100,0
9/28/23 15:25,3:19:08,32.3,32.4,100,100,100,100,0
9/28/23 15:25,3:19:09,32.3,32.4,100,100,100,100,0
9/28/23 15:25,3:19:12,32.3,32.4,100,100,100,100,0
9/28/23 15:25,3:19:13,32.3,32.3,100,100,100,100,0
9/28/23 15:25,3:19:14,32.3,32.3,100,100,100,100,0
9/28/23 15:25,3:19:16,32.2,32.3,100,100,100,100,0
9/28/23 15:25,3:19:23,32.2,32.3,100,100,100,100,0
9/28/23 15:25,3:19:24,32.2,32.2,100,100,100,100,0
9/28/23 15:25,3:19:28,32.1,32.2,100,100,100,100,0
9/28/23 15:25,3:19:35,32.1,32.2,100,100,100,100,0
9/28/23 15:25,3:19:36,32.1,32.1,100,100,100,100,0
9/28/23 15:25,3:19:39,32,32.1,100,100,100,100,0
9/28/23 15:25,3:19:46,32,32.1,100,100,100,100,0
9/28/23 15:25,3:19:47,32,32,100,100,100,100,0
9/28/23 15:25,3:19:48,32,32.1,100,100,100,100,0
9/28/23 15:25,3:19:49,32,32,100,100,100,100,0
9/28/23 15:25,3:19:51,32,32,100,100,100,100,0
9/28/23 15:25,3:19:52,31.9,32,100,100,100,100,0
9/28/23 15:25,3:19:53,31.9,32,100,100,100,100,0
9/28/23 15:25,3:19:54,31.9,32,100,100,100,100,0
9/28/23 15:25,3:20:00,31.9,32,100,100,100,100,0
9/28/23 15:26,3:20:01,31.9,31.9,100,100,100,100,0
9/28/23 15:26,3:20:04,31.8,31.9,100,100,100,100,0
9/28/23 15:26,3:20:05,31.8,31.9,100,100,100,100,0
9/28/23 15:26,3:20:11,31.8,31.9,100,100,100,100,0
9/28/23 15:26,3:20:12,31.8,31.8,100,100,100,100,0
9/28/23 15:26,3:20:16,31.7,31.8,100,100,100,100,0
9/28/23 15:26,3:20:17,31.7,31.8,100,100,100,100,0
9/28/23 15:26,3:20:18,31.7,31.8,100,100,100,100,0
9/28/23 15:26,3:20:20,31.7,31.8,100,100,100,100,0
9/28/23 15:26,3:20:22,31.7,31.8,100,100,100,100,0
9/28/23 15:26,3:20:23,31.7,31.7,100,100,100,100,0
9/28/23 15:26,3:20:28,31.6,31.7,100,100,100,100,0
9/28/23 15:26,3:20:33,31.6,31.7,100,100,100,100,0
9/28/23 15:26,3:20:34,31.6,31.7,100,100,100,100,0
9/28/23 15:26,3:20:35,31.6,31.7,100,100,100,100,0
9/28/23 15:26,3:20:36,31.6,31.6,100,100,100,100,0
9/28/23 15:26,3:20:39,31.6,31.6,100,100,100,100,0
9/28/23 15:26,3:20:40,31.5,31.6,100,100,100,100,0
9/28/23 15:26,3:20:43,31.5,31.6,100,100,100,100,0
9/28/23 15:26,3:20:45,31.5,31.6,100,100,100,100,0
9/28/23 15:26,3:20:46,31.5,31.5,100,100,100,100,0
9/28/23 15:26,3:20:48,31.5,31.5,100,100,100,100,0
9/28/23 15:26,3:20:49,31.5,31.5,100,100,100,100,0
9/28/23 15:26,3:20:51,31.4,31.5,100,100,100,100,0
9/28/23 15:26,3:20:52,31.4,31.5,100,100,100,100,0
9/28/23 15:26,3:20:53,31.4,31.5,100,100,100,100,0
9/28/23 15:26,3:20:58,31.4,31.5,100,100,100,100,0
9/28/23 15:26,3:20:59,31.4,31.4,100,100,100,100,0
9/28/23 15:26,3:21:00,31.4,31.4,100,100,100,100,0
9/28/23 15:27,3:21:01,31.4,31.4,100,100,100,100,0
9/28/23 15:27,3:21:03,31.4,31.4,100,100,100,100,0
9/28/23 15:27,3:21:04,31.3,31.4,100,100,100,100,0
9/28/23 15:27,3:21:11,31.3,31.4,100,100,100,100,0
9/28/23 15:27,3:21:12,31.3,31.3,100,100,100,100,0
9/28/23 15:27,3:21:15,31.3,31.3,100,100,100,100,0
9/28/23 15:27,3:21:16,31.2,31.3,100,100,100,100,0
9/28/23 15:27,3:21:20,31.2,31.3,100,100,100,100,0
9/28/23 15:27,3:21:23,31.2,31.3,100,100,100,100,0
9/28/23 15:27,3:21:24,31.2,31.2,100,100,100,100,0
9/28/23 15:27,3:21:28,31.1,31.2,100,100,100,100,0
9/28/23 15:27,3:21:29,31.1,31.2,100,100,100,100,0
9/28/23 15:27,3:21:30,31.1,31.2,100,100,100,100,0
9/28/23 15:27,3:21:37,31.1,31.2,100,100,100,100,0
9/28/23 15:27,3:21:38,31.1,31.1,100,100,100,100,0
9/28/23 15:27,3:21:40,31,31.1,100,100,100,100,0
9/28/23 15:27,3:21:48,31,31.1,100,100,100,100,0
9/28/23 15:27,3:21:49,31,31,100,100,100,100,0
9/28/23 15:27,3:21:51,30.9,31,100,100,100,100,0
9/28/23 15:27,3:21:56,30.9,31,100,100,100,100,0
9/28/23 15:27,3:21:57,30.9,31,100,100,100,100,0
9/28/23 15:27,3:21:58,30.9,31,100,100,100,100,0
9/28/23 15:27,3:21:59,30.9,30.9,100,100,100,100,0
9/28/23 15:28,3:22:03,30.8,30.9,100,100,100,100,0
9/28/23 15:28,3:22:11,30.8,30.9,100,100,100,100,0
9/28/23 15:28,3:22:12,30.8,30.8,100,100,100,100,0
9/28/23 15:28,3:22:13,30.8,30.9,100,100,100,100,0
9/28/23 15:28,3:22:14,30.8,30.8,100,100,100,100,0
9/28/23 15:28,3:22:16,30.7,30.8,100,100,100,100,0
9/28/23 15:28,3:22:26,30.7,30.8,100,100,100,100,0
9/28/23 15:28,3:22:27,30.7,30.7,100,100,100,100,0
9/28/23 15:28,3:22:28,30.6,30.7,100,100,100,100,0
9/28/23 15:28,3:22:39,30.6,30.7,100,100,100,100,0
9/28/23 15:28,3:22:40,30.5,30.6,100,100,100,100,0
9/28/23 15:28,3:22:43,30.5,30.6,100,100,100,100,0
9/28/23 15:28,3:22:44,30.5,30.6,100,100,100,100,0
9/28/23 15:28,3:22:46,30.5,30.6,100,100,100,100,0
9/28/23 15:28,3:22:47,30.5,30.6,100,100,100,100,0
9/28/23 15:28,3:22:52,30.4,30.6,100,100,100,100,0
9/28/23 15:28,3:22:53,30.4,30.5,100,100,100,100,0
9/28/23 15:29,3:23:03,30.3,30.5,100,100,100,100,0
9/28/23 15:29,3:23:04,30.3,30.5,100,100,100,100,0
9/28/23 15:29,3:23:05,30.3,30.4,100,100,100,100,0
9/28/23 15:29,3:23:09,30.3,30.4,100,100,100,100,0
9/28/23 15:29,3:23:10,30.3,30.4,100,100,100,100,0
9/28/23 15:29,3:23:12,30.3,30.4,100,100,100,100,0
9/28/23 15:29,3:23:13,30.3,30.4,100,100,100,100,0
9/28/23 15:29,3:23:15,30.2,30.4,100,100,100,100,0
9/28/23 15:29,3:23:16,30.2,30.4,100,100,100,100,0
9/28/23 15:29,3:23:17,30.2,30.3,100,100,100,100,0
9/28/23 15:29,3:23:25,30.2,30.3,100,100,100,100,0
9/28/23 15:29,3:23:26,30.2,30.3,100,100,100,100,0
9/28/23 15:29,3:23:27,30.2,30.2,100,100,100,100,0
9/28/23 15:29,3:23:28,30.1,30.3,100,100,100,100,0
9/28/23 15:29,3:23:29,30.1,30.2,100,100,100,100,0
9/28/23 15:29,3:23:30,30.1,30.2,100,100,100,100,0
9/28/23 15:29,3:23:38,30.1,30.2,100,100,100,100,0
9/28/23 15:29,3:23:39,30.1,30.1,100,100,100,100,0
9/28/23 15:29,3:23:40,30,30.2,100,100,100,100,0
9/28/23 15:29,3:23:41,30,30.1,100,100,100,100,0
9/28/23 15:29,3:23:51,30,30.1,100,100,100,100,0
9/28/23 15:29,3:23:52,29.9,30,100,100,100,100,0
9/28/23 15:29,3:23:59,29.9,30,100,100,100,100,0
9/28/23 15:29,3:24:00,29.9,29.9,100,100,100,100,0
9/28/23 15:30,3:24:04,29.8,29.9,100,100,100,100,0
9/28/23 15:30,3:24:10,29.8,29.9,100,100,100,100,0
9/28/23 15:30,3:24:11,29.8,29.8,100,100,100,100,0
9/28/23 15:30,3:24:12,29.8,29.9,100,100,100,100,0
9/28/23 15:30,3:24:13,29.8,29.8,100,100,100,100,0
9/28/23 15:30,3:24:14,29.8,29.9,100,100,100,100,0
9/28/23 15:30,3:24:15,29.7,29.9,100,100,100,100,0
9/28/23 15:30,3:24:16,29.7,29.9,100,100,100,100,0
9/28/23 15:30,3:24:17,29.7,29.8,100,100,100,100,0
9/28/23 15:30,3:24:18,29.7,29.8,100,100,100,100,0
9/28/23 15:30,3:24:21,29.7,29.8,100,100,100,100,0
9/28/23 15:30,3:24:22,29.7,29.7,100,100,100,100,0
9/28/23 15:30,3:24:26,29.7,29.7,100,100,100,100,0
9/28/23 15:30,3:24:27,29.6,29.8,100,100,100,100,0
9/28/23 15:30,3:24:28,29.6,29.7,100,100,100,100,0
9/28/23 15:30,3:24:29,29.6,29.7,100,100,100,100,0
9/28/23 15:30,3:24:32,29.6,29.7,100,100,100,100,0
9/28/23 15:30,3:24:33,29.6,29.7,100,100,100,100,0
9/28/23 15:30,3:24:34,29.6,29.6,100,100,100,100,0
9/28/23 15:30,3:24:39,29.5,29.6,100,100,100,100,0
9/28/23 15:30,3:24:45,29.5,29.6,100,100,100,100,0
9/28/23 15:30,3:24:46,29.5,29.6,100,100,100,100,0
9/28/23 15:30,3:24:47,29.5,29.5,100,100,100,100,0
9/28/23 15:30,3:24:48,29.5,29.5,100,100,100,100,0
9/28/23 15:30,3:24:50,29.5,29.5,100,100,100,100,0
9/28/23 15:30,3:24:51,29.5,29.6,100,100,100,100,0
9/28/23 15:30,3:24:52,29.4,29.6,100,100,100,100,0
9/28/23 15:30,3:24:53,29.4,29.5,100,100,100,100,0
9/28/23 15:30,3:24:55,29.4,29.5,100,100,100,100,0
9/28/23 15:30,3:24:56,29.4,29.5,100,100,100,100,0
9/28/23 15:30,3:24:57,29.4,29.5,100,100,100,100,0
9/28/23 15:30,3:24:58,29.4,29.4,100,100,100,100,0
9/28/23 15:31,3:25:04,29.3,29.4,100,100,100,100,0
9/28/23 15:31,3:25:08,29.3,29.4,100,100,100,100,0
9/28/23 15:31,3:25:09,29.3,29.3,100,100,100,100,0
9/28/23 15:31,3:25:16,29.2,29.3,100,100,100,100,0
9/28/23 15:31,3:25:20,29.2,29.3,100,100,100,100,0
9/28/23 15:31,3:25:21,29.2,29.2,100,100,100,100,0
9/28/23 15:31,3:25:22,29.2,29.2,100,100,100,100,0
9/28/23 15:31,3:25:23,29.2,29.2,100,100,100,100,0
9/28/23 15:31,3:25:27,29.1,29.2,100,100,100,100,0
9/28/23 15:31,3:25:29,29.1,29.2,100,100,100,100,0
9/28/23 15:31,3:25:31,29.1,29.2,100,100,100,100,0
9/28/23 15:31,3:25:32,29.1,29.1,100,100,100,100,0
9/28/23 15:31,3:25:33,29.1,29.1,100,100,100,100,0
9/28/23 15:31,3:25:38,29.1,29.1,100,100,100,100,0
9/28/23 15:31,3:25:39,29,29.1,100,100,100,100,0
9/28/23 15:31,3:25:40,29,29.1,100,100,100,100,0
9/28/23 15:31,3:25:43,29,29.1,100,100,100,100,0
9/28/23 15:31,3:25:44,29,29,100,100,100,100,0
9/28/23 15:31,3:25:45,29,29,100,100,100,100,0
9/28/23 15:31,3:25:46,29,29,100,100,100,100,0
9/28/23 15:31,3:25:51,28.9,29,100,100,100,100,0
9/28/23 15:31,3:25:52,28.9,29,100,100,100,100,0
9/28/23 15:31,3:25:55,28.9,29,100,100,100,100,0
9/28/23 15:31,3:25:56,28.9,28.9,100,100,100,100,0
9/28/23 15:31,3:25:58,28.9,28.9,100,100,100,100,0
9/28/23 15:32,3:26:04,28.8,28.9,100,100,100,100,0
9/28/23 15:32,3:26:07,28.8,28.9,100,100,100,100,0
9/28/23 15:32,3:26:08,28.8,28.9,100,100,100,100,0
9/28/23 15:32,3:26:09,28.8,28.8,100,100,100,100,0
9/28/23 15:32,3:26:10,28.8,28.8,100,100,100,100,0
9/28/23 15:32,3:26:12,28.8,28.8,100,100,100,100,0
9/28/23 15:32,3:26:13,28.8,28.8,100,100,100,100,0
9/28/23 15:32,3:26:14,28.8,28.8,100,100,100,100,0
9/28/23 15:32,3:26:16,28.7,28.8,100,100,100,100,0
9/28/23 15:32,3:26:17,28.7,28.8,100,100,100,100,0
9/28/23 15:32,3:26:20,28.7,28.8,100,100,100,100,0
9/28/23 15:32,3:26:21,28.7,28.7,100,100,100,100,0
9/28/23 15:32,3:26:23,28.7,28.7,100,100,100,100,0
9/28/23 15:32,3:26:27,28.7,28.7,100,100,100,100,0
9/28/23 15:32,3:26:28,28.6,28.7,100,100,100,100,0
9/28/23 15:32,3:26:29,28.6,28.7,100,100,100,100,0
9/28/23 15:32,3:26:31,28.6,28.7,100,100,100,100,0
9/28/23 15:32,3:26:32,28.6,28.6,100,100,100,100,0
9/28/23 15:32,3:26:33,28.6,28.6,100,100,100,100,0
9/28/23 15:32,3:26:39,28.5,28.6,100,100,100,100,0
9/28/23 15:32,3:26:41,28.5,28.6,100,100,100,100,0
9/28/23 15:32,3:26:43,28.5,28.6,100,100,100,100,0
9/28/23 15:32,3:26:44,28.5,28.5,100,100,100,100,0
9/28/23 15:32,3:26:46,28.5,28.5,100,100,100,100,0
9/28/23 15:32,3:26:47,28.5,28.5,100,100,100,100,0
9/28/23 15:32,3:26:48,28.5,28.5,100,100,100,100,0
9/28/23 15:32,3:26:49,28.5,28.5,100,100,100,100,0
9/28/23 15:32,3:26:51,28.4,28.5,100,100,100,100,0
9/28/23 15:32,3:26:52,28.4,28.5,100,100,100,100,0
9/28/23 15:32,3:26:54,28.4,28.5,100,100,100,100,0
9/28/23 15:32,3:26:55,28.4,28.4,100,100,100,100,0
9/28/23 15:32,3:26:56,28.4,28.4,100,100,100,100,0
9/28/23 15:32,3:26:57,28.4,28.4,100,100,100,100,0
9/28/23 15:33,3:27:02,28.4,28.4,100,100,100,100,0
9/28/23 15:33,3:27:03,28.3,28.4,100,100,100,100,0
9/28/23 15:33,3:27:04,28.3,28.4,100,100,100,100,0
9/28/23 15:33,3:27:06,28.3,28.4,100,100,100,100,0
9/28/23 15:33,3:27:07,28.3,28.4,100,100,100,100,0
9/28/23 15:33,3:27:08,28.3,28.4,100,100,100,100,0
9/28/23 15:33,3:27:09,28.3,28.3,100,100,100,100,0
9/28/23 15:33,3:27:12,28.3,28.3,100,100,100,100,0
9/28/23 15:33,3:27:13,28.3,28.3,100,100,100,100,0
9/28/23 15:33,3:27:16,28.2,28.3,100,100,100,100,0
9/28/23 15:33,3:27:18,28.2,28.3,100,100,100,100,0
9/28/23 15:33,3:27:19,28.2,28.3,100,100,100,100,0
9/28/23 15:33,3:27:20,28.2,28.3,100,100,100,100,0
9/28/23 15:33,3:27:21,28.2,28.3,100,100,100,100,0
9/28/23 15:33,3:27:22,28.2,28.3,100,100,100,100,0
9/28/23 15:33,3:27:23,28.2,28.2,100,100,100,100,0
9/28/23 15:33,3:27:26,28.2,28.2,100,100,100,100,0
9/28/23 15:33,3:27:28,28.1,28.2,100,100,100,100,0
9/28/23 15:33,3:27:29,28.1,28.2,100,100,100,100,0
9/28/23 15:33,3:27:32,28.1,28.2,100,100,100,100,0
9/28/23 15:33,3:27:33,28.1,28.2,100,100,100,100,0
9/28/23 15:33,3:27:34,28.1,28.1,100,100,100,100,0
9/28/23 15:33,3:27:35,28.1,28.1,100,100,100,100,0
9/28/23 15:33,3:27:37,28.1,28.1,100,100,100,100,0
9/28/23 15:33,3:27:38,28.1,28.1,100,100,100,100,0
9/28/23 15:33,3:27:39,28.1,28.1,100,100,100,100,0
9/28/23 15:33,3:27:40,28,28.1,100,100,100,100,0
9/28/23 15:33,3:27:44,28,28.1,100,100,100,100,0
9/28/23 15:33,3:27:45,28,28,100,100,100,100,0
9/28/23 15:33,3:27:46,28,28,100,100,100,100,0
9/28/23 15:33,3:27:47,28,28,100,100,100,100,0
9/28/23 15:33,3:27:48,28,28,100,100,100,100,0
9/28/23 15:33,3:27:49,28,28,100,100,100,100,0
9/28/23 15:33,3:27:50,28,28,100,100,100,100,0
9/28/23 15:33,3:27:51,27.9,28,100,100,100,100,0
9/28/23 15:33,3:27:52,27.9,28,100,100,100,100,0
9/28/23 15:33,3:27:55,27.9,28,100,100,100,100,0
9/28/23 15:33,3:27:56,27.9,28,100,100,100,100,0
9/28/23 15:33,3:27:57,27.9,27.9,100,100,100,100,0
9/28/23 15:33,3:27:58,27.9,27.9,100,100,100,100,0
9/28/23 15:34,3:28:03,27.8,27.9,100,100,100,100,0
9/28/23 15:34,3:28:04,27.8,27.9,100,100,100,100,0
9/28/23 15:34,3:28:09,27.8,27.9,100,100,100,100,0
9/28/23 15:34,3:28:10,27.8,27.8,100,100,100,100,0
9/28/23 15:34,3:28:15,27.7,27.8,100,100,100,100,0
9/28/23 15:34,3:28:18,27.7,27.8,100,100,100,100,0
9/28/23 15:34,3:28:19,27.7,27.8,100,100,100,100,0
9/28/23 15:34,3:28:26,27.7,27.8,100,100,100,100,0
9/28/23 15:34,3:28:27,27.7,27.7,100,100,100,100,0
9/28/23 15:34,3:28:28,27.6,27.7,100,100,100,100,0
9/28/23 15:34,3:28:40,27.5,27.7,100,100,100,100,0
9/28/23 15:34,3:28:41,27.5,27.7,100,100,100,100,0
9/28/23 15:34,3:28:42,27.5,27.7,100,100,100,100,0
9/28/23 15:34,3:28:45,27.5,27.7,100,100,100,100,0
9/28/23 15:34,3:28:46,27.5,27.6,100,100,100,100,0
9/28/23 15:34,3:28:51,27.4,27.6,100,100,100,100,0
9/28/23 15:34,3:28:54,27.4,27.6,100,100,100,100,0
9/28/23 15:34,3:28:55,27.4,27.5,100,100,100,100,0
9/28/23 15:34,3:28:57,27.4,27.5,100,100,100,100,0
9/28/23 15:34,3:28:58,27.4,27.5,100,100,100,100,0
9/28/23 15:35,3:29:03,27.3,27.5,100,100,100,100,0
9/28/23 15:35,3:29:05,27.3,27.5,100,100,100,100,0
9/28/23 15:35,3:29:06,27.3,27.4,100,100,100,100,0
9/28/23 15:35,3:29:15,27.2,27.4,100,100,100,100,0
9/28/23 15:35,3:29:17,27.2,27.4,100,100,100,100,0
9/28/23 15:35,3:29:18,27.2,27.3,100,100,100,100,0
9/28/23 15:35,3:29:27,27.1,27.3,100,100,100,100,0
9/28/23 15:35,3:29:29,27.1,27.3,100,100,100,100,0
9/28/23 15:35,3:29:30,27.1,27.2,100,100,100,100,0
9/28/23 15:35,3:29:39,27,27.2,100,100,100,100,0
9/28/23 15:35,3:29:42,27,27.2,100,100,100,100,0
9/28/23 15:35,3:29:43,27,27.1,100,100,100,100,0
9/28/23 15:35,3:29:52,26.9,27.1,100,100,100,100,0
9/28/23 15:35,3:29:54,26.9,27.1,100,100,100,100,0
9/28/23 15:35,3:29:55,26.9,27,100,100,100,100,0
9/28/23 15:35,3:29:58,26.9,27,100,100,100,100,0
9/28/23 15:35,3:29:59,26.9,26.9,100,100,100,100,0
9/28/23 15:36,3:30:02,26.9,26.9,100,100,100,100,0
9/28/23 15:36,3:30:03,26.8,27,100,100,100,100,0
9/28/23 15:36,3:30:05,26.8,27,100,100,100,100,0
9/28/23 15:36,3:30:06,26.8,26.9,100,100,100,100,0
9/28/23 15:36,3:30:10,26.8,26.9,100,100,100,100,0
9/28/23 15:36,3:30:11,26.8,26.8,100,100,100,100,0
9/28/23 15:36,3:30:12,26.8,26.9,100,100,100,100,0
9/28/23 15:36,3:30:13,26.8,26.8,100,100,100,100,0
9/28/23 15:36,3:30:14,26.8,26.9,100,100,100,100,0
9/28/23 15:36,3:30:15,26.7,26.9,100,100,100,100,0
9/28/23 15:36,3:30:17,26.7,26.9,100,100,100,100,0
9/28/23 15:36,3:30:18,26.7,26.8,100,100,100,100,0
9/28/23 15:36,3:30:21,26.7,26.8,100,100,100,100,0
9/28/23 15:36,3:30:22,26.7,26.7,100,100,100,100,0
9/28/23 15:36,3:30:27,26.6,26.7,100,100,100,100,0
9/28/23 15:36,3:30:28,26.6,26.8,100,100,100,100,0
9/28/23 15:36,3:30:29,26.6,26.8,100,100,100,100,0
9/28/23 15:36,3:30:30,26.6,26.7,100,100,100,100,0
9/28/23 15:36,3:30:34,26.6,26.7,100,100,100,100,0
9/28/23 15:36,3:30:35,26.6,26.6,100,100,100,100,0
9/28/23 15:36,3:30:39,26.5,26.6,100,100,100,100,0
9/28/23 15:36,3:30:40,26.5,26.7,100,100,100,100,0
9/28/23 15:36,3:30:41,26.5,26.6,100,100,100,100,0
9/28/23 15:36,3:30:46,26.5,26.6,100,100,100,100,0
9/28/23 15:36,3:30:47,26.5,26.5,100,100,100,100,0
9/28/23 15:36,3:30:51,26.4,26.5,100,100,100,100,0
9/28/23 15:36,3:30:58,26.4,26.5,100,100,100,100,0
9/28/23 15:36,3:30:59,26.4,26.4,100,100,100,100,0
9/28/23 15:37,3:31:04,26.3,26.4,100,100,100,100,0
9/28/23 15:37,3:31:11,26.3,26.4,100,100,100,100,0
9/28/23 15:37,3:31:12,26.3,26.3,100,100,100,100,0
9/28/23 15:37,3:31:14,26.3,26.3,100,100,100,100,0
9/28/23 15:37,3:31:15,26.2,26.3,100,100,100,100,0
9/28/23 15:37,3:31:16,26.2,26.3,100,100,100,100,0
9/28/23 15:37,3:31:17,26.2,26.3,100,100,100,100,0
9/28/23 15:37,3:31:22,26.2,26.3,100,100,100,100,0
9/28/23 15:37,3:31:23,26.2,26.2,100,100,100,100,0
9/28/23 15:37,3:31:27,26.1,26.2,100,100,100,100,0
9/28/23 15:37,3:31:31,26.1,26.2,100,100,100,100,0
9/28/23 15:37,3:31:32,26.1,26.2,100,100,100,100,0
9/28/23 15:37,3:31:33,26.1,26.2,100,100,100,100,0
9/28/23 15:37,3:31:34,26.1,26.1,100,100,100,100,0
9/28/23 15:37,3:31:35,26.1,26.1,100,100,100,100,0
9/28/23 15:37,3:31:37,26.1,26.1,100,100,100,100,0
9/28/23 15:37,3:31:38,26.1,26.1,100,100,100,100,0
9/28/23 15:37,3:31:39,26,26.1,100,100,100,100,0
9/28/23 15:37,3:31:40,26,26.1,100,100,100,100,0
9/28/23 15:37,3:31:42,26,26.1,100,100,100,100,0
9/28/23 15:37,3:31:43,26,26.1,100,100,100,100,0
9/28/23 15:37,3:31:45,26,26.1,100,100,100,100,0
9/28/23 15:37,3:31:46,26,26,100,100,100,100,0
9/28/23 15:37,3:31:51,25.9,26,100,100,100,100,0
9/28/23 15:37,3:31:52,25.9,26,100,100,100,100,0
9/28/23 15:37,3:31:58,25.9,26,100,100,100,100,0
9/28/23 15:37,3:31:59,25.9,25.9,100,100,100,100,0
9/28/23 15:38,3:32:01,25.9,25.9,100,100,100,100,0
9/28/23 15:38,3:32:03,25.8,25.9,100,100,100,100,0
9/28/23 15:38,3:32:07,25.8,25.9,100,100,100,100,0
9/28/23 15:38,3:32:10,25.8,25.9,100,100,100,100,0
9/28/23 15:38,3:32:11,25.8,25.8,100,100,100,100,0
9/28/23 15:38,3:32:14,25.8,25.8,100,100,100,100,0
9/28/23 15:38,3:32:15,25.7,25.8,100,100,100,100,0
9/28/23 15:38,3:32:21,25.7,25.8,100,100,100,100,0
9/28/23 15:38,3:32:22,25.7,25.7,100,100,100,100,0
9/28/23 15:38,3:32:28,25.6,25.7,100,100,100,100,0
9/28/23 15:38,3:32:33,25.6,25.7,100,100,100,100,0
9/28/23 15:38,3:32:34,25.6,25.6,100,100,100,100,0
9/28/23 15:38,3:32:39,25.5,25.6,100,100,100,100,0
9/28/23 15:38,3:32:42,25.5,25.6,100,100,100,100,0
9/28/23 15:38,3:32:43,25.5,25.5,100,100,100,100,0
9/28/23 15:38,3:32:44,25.5,25.6,100,100,100,100,0
9/28/23 15:38,3:32:45,25.5,25.5,100,100,100,100,0
9/28/23 15:38,3:32:51,25.4,25.5,100,100,100,100,0
9/28/23 15:38,3:32:57,25.4,25.5,100,100,100,100,0
9/28/23 15:38,3:32:58,25.4,25.4,100,100,100,100,0
9/28/23 15:39,3:33:03,25.3,25.4,100,100,100,100,0
9/28/23 15:39,3:33:09,25.3,25.4,100,100,100,100,0
9/28/23 15:39,3:33:10,25.3,25.3,100,100,100,100,0
9/28/23 15:39,3:33:15,25.2,25.3,100,100,100,100,0
9/28/23 15:39,3:33:21,25.2,25.3,100,100,100,100,0
9/28/23 15:39,3:33:22,25.2,25.2,100,100,100,100,0
9/28/23 15:39,3:33:27,25.1,25.2,100,100,100,100,0
9/28/23 15:39,3:33:37,25.1,25.2,100,100,100,100,0
9/28/23 15:39,3:33:38,25.1,25.1,100,100,100,100,0
9/28/23 15:39,3:33:39,25,25.1,100,100,100,100,0
9/28/23 15:39,3:33:49,25,25.1,100,100,100,100,0
9/28/23 15:39,3:33:50,25,25,100,100,100,100,0
9/28/23 15:39,3:33:51,24.9,25,100,100,100,100,0
9/28/23 15:40,3:34:03,24.8,25,100,100,100,100,0
9/28/23 15:40,3:34:04,24.8,24.9,100,100,100,100,0
9/28/23 15:40,3:34:13,24.8,24.9,100,100,100,100,0
9/28/23 15:40,3:34:14,24.8,24.8,100,100,100,100,0
9/28/23 15:40,3:34:15,24.7,24.8,100,100,100,100,0
9/28/23 15:40,3:34:24,24.7,24.8,100,100,100,100,0
9/28/23 15:40,3:34:25,24.7,24.7,100,100,100,100,0
9/28/23 15:40,3:34:27,24.6,24.7,100,100,100,100,0
9/28/23 15:40,3:34:37,24.6,24.7,100,100,100,100,0
9/28/23 15:40,3:34:38,24.6,24.6,100,100,100,100,0
9/28/23 15:40,3:34:39,24.5,24.6,100,100,100,100,0
9/28/23 15:40,3:34:43,24.5,24.6,100,100,100,100,0
9/28/23 15:40,3:34:44,24.5,24.6,100,100,100,100,0
9/28/23 15:40,3:34:45,24.5,24.6,100,100,100,100,0
9/28/23 15:40,3:34:49,24.5,24.6,100,100,100,100,0
9/28/23 15:40,3:34:50,24.4,24.5,100,100,100,100,0
9/28/23 15:40,3:34:52,24.4,24.5,100,100,100,100,0
9/28/23 15:40,3:34:56,24.4,24.5,100,100,100,100,0
9/28/23 15:40,3:34:57,24.4,24.5,100,100,100,100,0
9/28/23 15:40,3:34:59,24.4,24.5,100,100,100,100,0
9/28/23 15:40,3:35:00,24.4,24.4,100,100,100,100,0
9/28/23 15:41,3:35:01,24.4,24.4,100,100,100,100,0
9/28/23 15:41,3:35:02,24.4,24.4,100,100,100,100,0
