Crystal16 Data Report File,Version: 1014,,,,,,,
,,,,,,,,
,,,,,,,,
Experiment details,,,,,,,,
ExperimentNumber,0,,,,,,,
Experimentor,Amari Murry,,,,,,,
Project,"AM-PMMA-THF-Ethyl Acetate-1,2-dichlorobenzene-1,2-dichloroethane",2 Dichlorobenzene-1,2 Dichloroethane,,,,,
Reactor1,14.91 mg/ml PMMA in THF,,,,,,,
Reactor2,15.1 mg/ml PMMA in Ethyl Acetate,,,,,,,
Reactor3,"14.98 mg/ml PMMA in 1,2-dichlorobenzene",,,,,,,
Reactor4,"14.96 mg/ml PMMA in 1,2-dichloroethane",,,,,,,
,,,,,,,,
Labjournal,,,,,,,,
,,,,,,,,
,,,,,,,,
Description,,,,,,,,
polymer_ids,PMMA:33,,,,,,,
solvent_ids,THF:18,Ethyl Acetate:19,"1,2-dichlorobenzene:39","1,2-dichloroethane:37",,,,
Start of Experiment,11/10/23 12:56,,,,,,,
,,,,,,,,
Temperature Program,,,,,,,,
Block,D,,,,,,,
Heat to,20, at ,20, °C/min,,,,
Stir (Bottom) at,900, rpm,,,,,,
Hold at,20, for ,21, sec,,,,
Tune,,,,,,,,
11/10/23 20:56,8:00:23,60,60,100,100,100,100,0
11/10/23 20:56,8:00:24,60,60,100,100,100,100,0
11/10/23 20:56,8:00:34,60,60,100,100,100,100,0
11/10/23 20:56,8:00:35,60,60,100,100,100,100,0
11/10/23 20:56,8:00:37,60,60,100,100,100,100,0
11/10/23 20:56,8:00:38,60,60,100,100,100,100,0
11/10/23 20:56,8:00:39,60,60,100,100,100,100,0
11/10/23 20:56,8:00:40,60,60,100,100,100,100,0
11/10/23 20:56,8:00:46,60,60,100,100,100,100,0
11/10/23 20:56,8:00:48,60,60,100,100,100,100,0
11/10/23 20:57,8:00:58,60,60,100,100,100,100,0
11/10/23 20:57,8:01:00,60,60,100,100,100,100,0
11/10/23 20:57,8:01:07,60,60,100,100,100,100,0
11/10/23 20:57,8:01:10,60,60,100,100,100,100,0
11/10/23 20:57,8:01:11,60,60,100,100,100,100,0
11/10/23 20:57,8:01:12,60,60,100,100,100,100,0
11/10/23 20:57,8:01:19,60,60,100,100,100,100,0
11/10/23 20:57,8:01:20,60,60,100,100,100,100,0
11/10/23 20:57,8:01:21,60,60,100,100,100,100,0
11/10/23 20:57,8:01:22,60,60,100,100,100,100,0
11/10/23 20:57,8:01:23,60,60,100,100,100,100,0
11/10/23 20:57,8:01:24,60,60,100,100,100,100,0
11/10/23 20:57,8:01:28,60,60,100,100,100,100,0
11/10/23 20:57,8:01:29,60,60,100,100,100,100,0
11/10/23 20:57,8:01:31,60,60,100,100,100,100,0
11/10/23 20:57,8:01:34,60,60,100,100,100,100,0
11/10/23 20:57,8:01:42,60,60,100,100,100,100,0
11/10/23 20:57,8:01:46,60,60,100,100,100,100,0
11/10/23 20:57,8:01:52,60,60,100,100,100,100,0
11/10/23 20:58,8:01:57,60,60,100,100,100,100,0
11/10/23 20:58,8:02:02,60,60,100,100,100,100,0
11/10/23 20:58,8:02:07,60,60,100,100,100,100,0
11/10/23 20:58,8:02:12,60,60,100,100,100,100,0
11/10/23 20:58,8:02:15,60,60,100,100,100,100,0
11/10/23 20:58,8:02:16,60,60,100,100,100,100,0
11/10/23 20:58,8:02:17,60,60,100,100,100,100,0
11/10/23 20:58,8:02:24,60,60,100,100,100,100,0
11/10/23 20:58,8:02:26,60,60,100,100,100,100,0
11/10/23 20:58,8:02:36,60,60,100,100,100,100,0
11/10/23 20:58,8:02:40,60,60,100,100,100,100,0
11/10/23 20:58,8:02:47,60,60,100,100,100,100,0
11/10/23 20:58,8:02:48,60,60,100,100,100,100,0
11/10/23 20:59,8:02:56,60,60,100,100,100,100,0
11/10/23 20:59,8:02:59,60,60,100,100,100,100,0
11/10/23 20:59,8:03:00,60,60,100,100,100,100,0
11/10/23 20:59,8:03:03,60,60,100,100,100,100,0
11/10/23 20:59,8:03:09,60,60,100,100,100,100,0
11/10/23 20:59,8:03:13,60,60,100,100,100,100,0
11/10/23 20:59,8:03:17,60,60,100,100,100,100,0
11/10/23 20:59,8:03:18,60,60,100,100,100,100,0
11/10/23 20:59,8:03:19,60,60,100,100,100,100,0
11/10/23 20:59,8:03:25,60,60,100,100,100,100,0
11/10/23 20:59,8:03:28,60,60,100,100,100,100,0
11/10/23 20:59,8:03:35,60,60,100,100,100,100,0
11/10/23 20:59,8:03:40,60,60,100,100,100,100,0
11/10/23 20:59,8:03:44,60,60,100,100,100,100,0
11/10/23 20:59,8:03:46,60,60,100,100,100,100,0
11/10/23 20:59,8:03:47,60,60,100,100,100,100,0
11/10/23 20:59,8:03:49,60,60,100,100,100,100,0
11/10/23 20:59,8:03:50,60,60,100,100,100,100,0
11/10/23 20:59,8:03:51,60,60,100,100,100,100,0
11/10/23 21:00,8:03:58,60,60,100,100,100,100,0
11/10/23 21:00,8:04:03,60,60,100,100,100,100,0
11/10/23 21:00,8:04:08,60,60,100,100,100,100,0
11/10/23 21:00,8:04:09,60,60,100,100,100,100,0
11/10/23 21:00,8:04:13,60,60,100,100,100,100,0
11/10/23 21:00,8:04:17,60,60,100,100,100,100,0
11/10/23 21:00,8:04:18,60,60,100,100,100,100,0
11/10/23 21:00,8:04:21,60,60,100,100,100,100,0
11/10/23 21:00,8:04:22,60,60,100,100,100,100,0
11/10/23 21:00,8:04:25,60,60,100,100,100,100,0
11/10/23 21:00,8:04:29,60,60,100,100,100,100,0
11/10/23 21:00,8:04:30,60,60,100,100,100,100,0
11/10/23 21:00,8:04:36,60,60,100,100,100,100,0
11/10/23 21:00,8:04:41,60,60,100,100,100,100,0
11/10/23 21:00,8:04:44,60,60,100,100,100,100,0
11/10/23 21:00,8:04:45,60,60,100,100,100,100,0
11/10/23 21:00,8:04:46,60,60,100,100,100,100,0
11/10/23 21:00,8:04:50,60,60,100,100,100,100,0
11/10/23 21:00,8:04:51,60,60,100,100,100,100,0
11/10/23 21:00,8:04:52,60,60,100,100,100,100,0
11/10/23 21:01,8:04:58,60,60,100,100,100,100,0
11/10/23 21:01,8:05:04,60,60,100,100,100,100,0
11/10/23 21:01,8:05:05,60,60,100,100,100,100,0
11/10/23 21:01,8:05:06,60,60,100,100,100,100,0
11/10/23 21:01,8:05:08,60,60,100,100,100,100,0
11/10/23 21:01,8:05:15,60,60,100,100,100,100,0
11/10/23 21:01,8:05:20,60,60,100,100,100,100,0
11/10/23 21:01,8:05:25,60,60,100,100,100,100,0
11/10/23 21:01,8:05:26,60,60,100,100,100,100,0
11/10/23 21:01,8:05:27,60,60,100,100,100,100,0
11/10/23 21:01,8:05:29,60,60,100,100,100,100,0
11/10/23 21:01,8:05:30,60,60,100,100,100,100,0
11/10/23 21:01,8:05:31,60,60,100,100,100,100,0
11/10/23 21:01,8:05:38,60,60,100,100,100,100,0
11/10/23 21:01,8:05:42,60,60,100,100,100,100,0
11/10/23 21:01,8:05:50,60,60,100,100,100,100,0
11/10/23 21:01,8:05:53,60,60,100,100,100,100,0
11/10/23 21:02,8:05:58,60,60,100,100,100,100,0
11/10/23 21:02,8:05:59,60,60,100,100,100,100,0
11/10/23 21:02,8:06:00,60,60,100,100,100,100,0
11/10/23 21:02,8:06:03,60,60,100,100,100,100,0
11/10/23 21:02,8:06:09,60,60,100,100,100,100,0
11/10/23 21:02,8:06:10,60,60,100,100,100,100,0
11/10/23 21:02,8:06:11,60,60,100,100,100,100,0
11/10/23 21:02,8:06:12,60,60,100,100,100,100,0
11/10/23 21:02,8:06:23,60,60,100,100,100,100,0
11/10/23 21:02,8:06:25,60,60,100,100,100,100,0
11/10/23 21:02,8:06:33,60,60,100,100,100,100,0
11/10/23 21:02,8:06:35,60,60,100,100,100,100,0
11/10/23 21:02,8:06:44,60,60,100,100,100,100,0
11/10/23 21:02,8:06:46,60,60,100,100,100,100,0
11/10/23 21:02,8:06:47,60,60,100,100,100,100,0
11/10/23 21:02,8:06:48,60,60,100,100,100,100,0
11/10/23 21:03,8:06:55,60,60,100,100,100,100,0
11/10/23 21:03,8:06:58,60,60,100,100,100,100,0
11/10/23 21:03,8:07:16,60,60,100,100,100,100,0
11/10/23 21:03,8:07:18,60,60,100,100,100,100,0
11/10/23 21:03,8:07:28,60,60,100,100,100,100,0
11/10/23 21:03,8:07:31,60,60,100,100,100,100,0
11/10/23 21:03,8:07:51,60,60,100,100,100,100,0
11/10/23 21:03,8:07:52,60,60,100,100,100,100,0
11/10/23 21:04,8:08:23,60,60,100,100,100,100,0
11/10/23 21:04,8:08:24,60,60,100,100,100,100,0
11/10/23 21:04,8:08:44,60,60,100,100,100,100,0
11/10/23 21:04,8:08:45,60,60,100,100,100,100,0
11/10/23 21:04,8:08:46,60,60,100,100,100,100,0
11/10/23 21:04,8:08:48,60,60,100,100,100,100,0
11/10/23 21:05,8:09:18,60,60,100,100,100,100,0
11/10/23 21:05,8:09:19,60,60,100,100,100,100,0
11/10/23 21:06,8:09:59,60,60,100,100,100,100,0
11/10/23 21:06,8:10:01,60,60,100,100,100,100,0
11/10/23 21:06,8:10:03,60,60,100,100,100,100,0
11/10/23 21:06,8:10:04,60,60,100,100,100,100,0
11/10/23 21:06,8:10:28,60,60,100,100,100,100,0
11/10/23 21:06,8:10:29,60,60,100,100,100,100,0
11/10/23 21:06,8:10:37,60,60,100,100,100,100,0
11/10/23 21:06,8:10:38,60,60,100,100,100,100,0
11/10/23 21:06,8:10:41,60,60,100,100,100,100,0
11/10/23 21:06,8:10:42,60,60,100,100,100,100,0
11/10/23 21:06,8:10:43,60,60,100,100,100,100,0
11/10/23 21:06,8:10:45,60,60,100,100,100,100,0
11/10/23 21:06,8:10:46,60,60,100,100,100,100,0
11/10/23 21:06,8:10:48,60,60,100,100,100,100,0
11/10/23 21:06,8:10:53,60,60,100,100,100,100,0
11/10/23 21:06,8:10:54,60,60,100,100,100,100,0
11/10/23 21:07,8:10:58,60,60,100,100,100,100,0
11/10/23 21:07,8:10:59,60,60,100,100,100,100,0
11/10/23 21:07,8:11:04,60,60,100,100,100,100,0
11/10/23 21:07,8:11:06,60,60,100,100,100,100,0
11/10/23 21:07,8:11:08,60,60,100,100,100,100,0
11/10/23 21:07,8:11:09,60,60,100,100,100,100,0
11/10/23 21:07,8:11:10,60,60,100,100,100,100,0
11/10/23 21:07,8:11:11,60,60,100,100,100,100,0
11/10/23 21:07,8:11:12,60,60,100,100,100,100,0
11/10/23 21:07,8:11:13,60,60,100,100,100,100,0
11/10/23 21:07,8:11:15,60,60,100,100,100,100,0
11/10/23 21:07,8:11:16,60,60,100,100,100,100,0
11/10/23 21:07,8:11:18,60,60,100,100,100,100,0
11/10/23 21:07,8:11:19,60,60,100,100,100,100,0
11/10/23 21:07,8:11:26,60,60,100,100,100,100,0
11/10/23 21:07,8:11:27,60,60,100,100,100,100,0
11/10/23 21:07,8:11:30,60,60,100,100,100,100,0
11/10/23 21:07,8:11:31,60,60,100,100,100,100,0
11/10/23 21:07,8:11:33,60,60,100,100,100,100,0
11/10/23 21:07,8:11:34,60,60,100,100,100,100,0
11/10/23 21:07,8:11:37,60,60,100,100,100,100,0
11/10/23 21:07,8:11:39,60,60,100,100,100,100,0
11/10/23 21:07,8:11:41,60,60,100,100,100,100,0
11/10/23 21:07,8:11:44,60,60,100,100,100,100,0
11/10/23 21:07,8:11:45,60,60,100,100,100,100,0
11/10/23 21:07,8:11:46,60,60,100,100,100,100,0
11/10/23 21:07,8:11:48,60,60,100,100,100,100,0
11/10/23 21:07,8:11:49,60,60,100,100,100,100,0
11/10/23 21:07,8:11:50,60,60,100,100,100,100,0
11/10/23 21:07,8:11:51,60,60,100,100,100,100,0
11/10/23 21:07,8:11:54,60,60,100,100,100,100,0
11/10/23 21:08,8:11:55,60,60,100,100,100,100,0
11/10/23 21:08,8:11:57,60,60,100,100,100,100,0
11/10/23 21:08,8:12:00,60,60,100,100,100,100,0
11/10/23 21:08,8:12:01,60,60,100,100,100,100,0
11/10/23 21:08,8:12:02,60,60,100,100,100,100,0
11/10/23 21:08,8:12:05,60,60,100,100,100,100,0
11/10/23 21:08,8:12:07,60,60,100,100,100,100,0
11/10/23 21:08,8:12:08,60,60,100,100,100,100,0
11/10/23 21:08,8:12:11,60,60,100,100,100,100,0
11/10/23 21:08,8:12:13,60,60,100,100,100,100,0
11/10/23 21:08,8:12:15,60,60,100,100,100,100,0
11/10/23 21:08,8:12:16,60,60,100,100,100,100,0
11/10/23 21:08,8:12:18,60,60,100,100,100,100,0
11/10/23 21:08,8:12:19,60,60,100,100,100,100,0
11/10/23 21:08,8:12:21,60,60,100,100,100,100,0
11/10/23 21:08,8:12:22,60,60,100,100,100,100,0
11/10/23 21:08,8:12:23,60,60,100,100,100,100,0
11/10/23 21:08,8:12:24,60,60,100,100,100,100,0
11/10/23 21:08,8:12:26,60,60,100,100,100,100,0
11/10/23 21:08,8:12:28,60,60,100,100,100,100,0
11/10/23 21:08,8:12:30,60,60,100,100,100,100,0
11/10/23 21:08,8:12:31,60,60,100,100,100,100,0
11/10/23 21:08,8:12:32,60,60,100,100,100,100,0
11/10/23 21:08,8:12:33,60,60,100,100,100,100,0
11/10/23 21:08,8:12:34,60,60,100,100,100,100,0
11/10/23 21:08,8:12:35,60,60,100,100,100,100,0
11/10/23 21:08,8:12:36,60,60,100,100,100,100,0
11/10/23 21:08,8:12:38,60,60,100,100,100,100,0
11/10/23 21:08,8:12:41,60,60,100,100,100,100,0
11/10/23 21:08,8:12:42,60,60,100,100,100,100,0
11/10/23 21:08,8:12:43,60,60,100,100,100,100,0
11/10/23 21:08,8:12:44,60,60,100,100,100,100,0
11/10/23 21:08,8:12:45,60,60,100,100,100,100,0
11/10/23 21:08,8:12:47,60,60,100,100,100,100,0
11/10/23 21:08,8:12:48,60,60,100,100,100,100,0
11/10/23 21:08,8:12:52,60,60,100,100,100,100,0
11/10/23 21:08,8:12:53,60,60,100,100,100,100,0
11/10/23 21:08,8:12:54,60,60,100,100,100,100,0
11/10/23 21:09,8:12:57,60,60,100,100,100,100,0
11/10/23 21:09,8:12:59,60,60,100,100,100,100,0
11/10/23 21:09,8:13:00,60,60,100,100,100,100,0
11/10/23 21:09,8:13:02,60,60,100,100,100,100,0
11/10/23 21:09,8:13:04,60,60,100,100,100,100,0
11/10/23 21:09,8:13:05,60,60,100,100,100,100,0
11/10/23 21:09,8:13:06,60,60,100,100,100,100,0
11/10/23 21:09,8:13:07,60,60,100,100,100,100,0
11/10/23 21:09,8:13:08,60,60,100,100,100,100,0
11/10/23 21:09,8:13:09,60,60,100,100,100,100,0
11/10/23 21:09,8:13:10,60,60,100,100,100,100,0
11/10/23 21:09,8:13:11,60,60,100,100,100,100,0
11/10/23 21:09,8:13:14,60,60,100,100,100,100,0
11/10/23 21:09,8:13:21,60,60,100,100,100,100,0
11/10/23 21:09,8:13:25,60,60,100,100,100,100,0
11/10/23 21:09,8:13:27,60,60,100,100,100,100,0
11/10/23 21:09,8:13:28,60,60,100,100,100,100,0
11/10/23 21:09,8:13:35,60,60,100,100,100,100,0
11/10/23 21:09,8:13:36,60,60,100,100,100,100,0
11/10/23 21:09,8:13:37,60,60,100,100,100,100,0
11/10/23 21:09,8:13:46,60,60,100,100,100,100,0
11/10/23 21:09,8:13:50,60,60,100,100,100,100,0
11/10/23 21:09,8:13:53,60,60,100,100,100,100,0
11/10/23 21:10,8:13:55,60,60,100,100,100,100,0
11/10/23 21:10,8:13:58,60,60,100,100,100,100,0
11/10/23 21:10,8:13:59,60,60,100,100,100,100,0
11/10/23 21:10,8:14:02,60,60,100,100,100,100,0
11/10/23 21:10,8:14:03,60,60,100,100,100,100,0
11/10/23 21:10,8:14:06,60,60,100,100,100,100,0
11/10/23 21:10,8:14:13,60,60,100,100,100,100,0
11/10/23 21:10,8:14:14,60,60,100,100,100,100,0
11/10/23 21:10,8:14:15,60,60,100,100,100,100,0
11/10/23 21:10,8:14:16,60,60,100,100,100,100,0
11/10/23 21:10,8:14:18,60,60,100,100,100,100,0
11/10/23 21:10,8:14:19,60,60,100,100,100,100,0
11/10/23 21:10,8:14:25,60,60,100,100,100,100,0
11/10/23 21:10,8:14:26,60,60,100,100,100,100,0
11/10/23 21:10,8:14:27,60,60,100,100,100,100,0
11/10/23 21:10,8:14:30,60,60,100,100,100,100,0
11/10/23 21:10,8:14:34,60,60,100,100,100,100,0
11/10/23 21:10,8:14:35,60,60,100,100,100,100,0
11/10/23 21:10,8:14:36,60,60,100,100,100,100,0
11/10/23 21:10,8:14:37,60,60,100,100,100,100,0
11/10/23 21:10,8:14:40,60,60,100,100,100,100,0
11/10/23 21:10,8:14:45,60,60,100,100,100,100,0
11/10/23 21:10,8:14:51,60,60,100,100,100,100,0
11/10/23 21:11,8:14:55,60,60,100,100,100,100,0
11/10/23 21:11,8:14:56,60,60,100,100,100,100,0
11/10/23 21:11,8:14:57,60,60,100,100,100,100,0
11/10/23 21:11,8:14:58,60,60,100,100,100,100,0
11/10/23 21:11,8:14:59,60,60,100,100,100,100,0
11/10/23 21:11,8:15:01,60,60,100,100,100,100,0
11/10/23 21:11,8:15:02,60,60,100,100,100,100,0
11/10/23 21:11,8:15:04,60,60,100,100,100,100,0
11/10/23 21:11,8:15:08,60,60,100,100,100,100,0
11/10/23 21:11,8:15:13,60,60,100,100,100,100,0
11/10/23 21:11,8:15:19,60,60,100,100,100,100,0
11/10/23 21:11,8:15:20,60,60,100,100,100,100,0
11/10/23 21:11,8:15:21,60,60,100,100,100,100,0
11/10/23 21:11,8:15:22,60,60,100,100,100,100,0
11/10/23 21:11,8:15:23,60,60,100,100,100,100,0
11/10/23 21:11,8:15:24,60,60,100,100,100,100,0
11/10/23 21:11,8:15:32,60,60,100,100,100,100,0
11/10/23 21:11,8:15:34,60,60,100,100,100,100,0
11/10/23 21:11,8:15:35,60,60,100,100,100,100,0
11/10/23 21:11,8:15:36,60,60,100,100,100,100,0
11/10/23 21:11,8:15:40,60,60,100,100,100,100,0
11/10/23 21:11,8:15:46,60,60,100,100,100,100,0
11/10/23 21:11,8:15:53,60,60,100,100,100,100,0
11/10/23 21:12,8:15:58,60,60,100,100,100,100,0
11/10/23 21:12,8:16:03,60,60,100,100,100,100,0
11/10/23 21:12,8:16:08,60,60,100,100,100,100,0
11/10/23 21:12,8:16:16,60,60,100,100,100,100,0
11/10/23 21:12,8:16:18,60,60,100,100,100,100,0
11/10/23 21:12,8:16:25,60,60,100,100,100,100,0
11/10/23 21:12,8:16:30,60,60,100,100,100,100,0
11/10/23 21:12,8:16:37,60,60,100,100,100,100,0
11/10/23 21:12,8:16:39,60,60,100,100,100,100,0
11/10/23 21:12,8:16:48,60,60,100,100,100,100,0
11/10/23 21:12,8:16:49,60,60,100,100,100,100,0
11/10/23 21:12,8:16:50,60,60,100,100,100,100,0
11/10/23 21:12,8:16:51,60,60,100,100,100,100,0
11/10/23 21:13,8:17:13,60,60,100,100,100,100,0
11/10/23 21:13,8:17:14,60,60,100,100,100,100,0
11/10/23 21:13,8:17:22,60,60,100,100,100,100,0
11/10/23 21:13,8:17:24,60,60,100,100,100,100,0
11/10/23 21:13,8:17:51,60,60,100,100,100,100,0
11/10/23 21:13,8:17:52,60,60,100,100,100,100,0
11/10/23 21:14,8:17:55,60,60,100,100,100,100,0
11/10/23 21:14,8:17:56,60,60,100,100,100,100,0
11/10/23 21:14,8:18:25,60,60,100,100,100,100,0
11/10/23 21:14,8:18:26,60,60,100,100,100,100,0
11/10/23 21:14,8:18:34,60,60,100,100,100,100,0
11/10/23 21:14,8:18:35,60,60,100,100,100,100,0
11/10/23 21:15,8:19:27,60,60,100,100,100,100,0
11/10/23 21:15,8:19:29,60,60,100,100,100,100,0
11/10/23 21:15,8:19:30,60,60,100,100,100,100,0
11/10/23 21:15,8:19:31,60,60,100,100,100,100,0
11/10/23 21:15,8:19:38,60,60,100,100,100,100,0
11/10/23 21:15,8:19:39,60,60,100,100,100,100,0
11/10/23 21:15,8:19:40,60,60,100,100,100,100,0
11/10/23 21:15,8:19:42,60,60,100,100,100,100,0
11/10/23 21:15,8:19:51,60,60,100,100,100,100,0
11/10/23 21:15,8:19:52,60,60,100,100,100,100,0
11/10/23 21:16,8:20:00,60,60,100,100,100,100,0
11/10/23 21:16,8:20:01,60,60,100,100,100,100,0
11/10/23 21:16,8:20:02,60,60,100,100,100,100,0
11/10/23 21:16,8:20:03,60,60,100,100,100,100,0
11/10/23 21:16,8:20:10,60,60,100,100,100,100,0
11/10/23 21:16,8:20:12,60,60,100,100,100,100,0
11/10/23 21:16,8:20:14,60,60,100,100,100,100,0
11/10/23 21:16,8:20:15,60,60,100,100,100,100,0
11/10/23 21:16,8:20:16,60,60,100,100,100,100,0
11/10/23 21:16,8:20:17,60,60,100,100,100,100,0
11/10/23 21:16,8:20:22,60,60,100,100,100,100,0
11/10/23 21:16,8:20:25,60,60,100,100,100,100,0
11/10/23 21:16,8:20:26,60,60,100,100,100,100,0
11/10/23 21:16,8:20:27,60,60,100,100,100,100,0
11/10/23 21:16,8:20:33,60,60,100,100,100,100,0
11/10/23 21:16,8:20:38,60,60,100,100,100,100,0
11/10/23 21:16,8:20:43,60,60,100,100,100,100,0
11/10/23 21:16,8:20:49,60,60,100,100,100,100,0
11/10/23 21:16,8:20:54,60,60,100,100,100,100,0
11/10/23 21:17,8:20:57,60,60,100,100,100,100,0
11/10/23 21:17,8:20:58,60,60,100,100,100,100,0
11/10/23 21:17,8:21:01,60,60,100,100,100,100,0
11/10/23 21:17,8:21:04,60,60,100,100,100,100,0
11/10/23 21:17,8:21:05,60,60,100,100,100,100,0
11/10/23 21:17,8:21:06,60,60,100,100,100,100,0
11/10/23 21:17,8:21:11,60,60,100,100,100,100,0
11/10/23 21:17,8:21:15,60,60,100,100,100,100,0
11/10/23 21:17,8:21:21,60,60,100,100,100,100,0
11/10/23 21:17,8:21:26,60,60,100,100,100,100,0
11/10/23 21:17,8:21:27,60,60,100,100,100,100,0
11/10/23 21:17,8:21:28,60,60,100,100,100,100,0
11/10/23 21:17,8:21:33,60,60,100,100,100,100,0
11/10/23 21:17,8:21:38,60,60,100,100,100,100,0
11/10/23 21:17,8:21:39,60,60,100,100,100,100,0
11/10/23 21:17,8:21:41,60,60,100,100,100,100,0
11/10/23 21:17,8:21:46,60,60,100,100,100,100,0
11/10/23 21:17,8:21:49,60,60,100,100,100,100,0
11/10/23 21:18,8:21:56,60,60,100,100,100,100,0
11/10/23 21:18,8:21:57,60,60,100,100,100,100,0
11/10/23 21:18,8:21:58,60,60,100,100,100,100,0
11/10/23 21:18,8:21:59,60,60,100,100,100,100,0
11/10/23 21:18,8:22:07,60,60,100,100,100,100,0
11/10/23 21:18,8:22:11,60,60,100,100,100,100,0
11/10/23 21:18,8:22:38,60,60,100,100,100,100,0
11/10/23 21:18,8:22:39,60,60,100,100,100,100,0
11/10/23 21:18,8:22:41,60,60,100,100,100,100,0
11/10/23 21:18,8:22:43,60,60,100,100,100,100,0
11/10/23 21:18,8:22:54,60,60,100,100,100,100,0
11/10/23 21:19,8:22:55,60,60,100,100,100,100,0
11/10/23 21:19,8:23:14,60,60,100,100,100,100,0
11/10/23 21:19,8:23:15,60,60,100,100,100,100,0
11/10/23 21:20,8:24:27,60,60,100,100,100,100,0
11/10/23 21:20,8:24:28,60,60,100,100,100,100,0
11/10/23 21:20,8:24:46,60,60,100,100,100,100,0
11/10/23 21:20,8:24:50,60,60,100,100,100,100,0
11/10/23 21:21,8:24:57,60,60,100,100,100,100,0
11/10/23 21:21,8:24:59,60,60,100,100,100,100,0
11/10/23 21:21,8:25:07,60,60,100,100,100,100,0
11/10/23 21:21,8:25:10,60,60,100,100,100,100,0
11/10/23 21:21,8:25:12,60,60,100,100,100,100,0
11/10/23 21:21,8:25:13,60,60,100,100,100,100,0
11/10/23 21:21,8:25:20,60,60,100,100,100,100,0
11/10/23 21:21,8:25:21,60,60,100,100,100,100,0
11/10/23 21:21,8:25:22,60,60,100,100,100,100,0
11/10/23 21:21,8:25:23,60,60,100,100,100,100,0
11/10/23 21:21,8:25:30,60,60,100,100,100,100,0
11/10/23 21:21,8:25:35,60,60,100,100,100,100,0
11/10/23 21:21,8:25:36,60,60,100,100,100,100,0
11/10/23 21:21,8:25:37,60,60,100,100,100,100,0
11/10/23 21:21,8:25:41,60,60,100,100,100,100,0
11/10/23 21:21,8:25:46,60,60,100,100,100,100,0
11/10/23 21:21,8:25:50,60,60,100,100,100,100,0
11/10/23 21:22,8:25:57,60,60,100,100,100,100,0
11/10/23 21:22,8:26:02,60,60,100,100,100,100,0
11/10/23 21:22,8:26:08,60,60,100,100,100,100,0
11/10/23 21:22,8:26:14,60,60,100,100,100,100,0
11/10/23 21:22,8:26:22,60,60,100,100,100,100,0
11/10/23 21:22,8:26:23,60,60,100,100,100,100,0
11/10/23 21:22,8:26:32,60,60,100,100,100,100,0
11/10/23 21:22,8:26:36,60,60,100,100,100,100,0
11/10/23 21:22,8:26:44,60,60,100,100,100,100,0
11/10/23 21:22,8:26:45,60,60,100,100,100,100,0
11/10/23 21:22,8:26:54,60,60,100,100,100,100,0
11/10/23 21:23,8:26:55,60,60,100,100,100,100,0
11/10/23 21:24,8:28:26,60,60,100,100,100,100,0
11/10/23 21:24,8:28:27,60,60,100,100,100,100,0
11/10/23 21:24,8:28:29,60,60,100,100,100,100,0
11/10/23 21:24,8:28:30,60,60,100,100,100,100,0
11/10/23 21:24,8:28:49,60,60,100,100,100,100,0
11/10/23 21:24,8:28:50,60,60,100,100,100,100,0
11/10/23 21:24,8:28:52,60,60,100,100,100,100,0
11/10/23 21:24,8:28:53,60,60,100,100,100,100,0
11/10/23 21:24,8:28:54,60,60,100,100,100,100,0
11/10/23 21:25,8:29:00,60,60,100,100,100,100,0
11/10/23 21:25,8:29:05,60,60,100,100,100,100,0
11/10/23 21:25,8:29:09,60,60,100,100,100,100,0
11/10/23 21:25,8:29:14,60,60,100,100,100,100,0
11/10/23 21:25,8:29:22,60,60,100,100,100,100,0
11/10/23 21:25,8:29:27,60,60,100,100,100,100,0
11/10/23 21:25,8:29:31,60,60,100,100,100,100,0
11/10/23 21:25,8:29:32,60,60,100,100,100,100,0
11/10/23 21:25,8:29:33,60,60,100,100,100,100,0
11/10/23 21:25,8:29:38,60,60,100,100,100,100,0
11/10/23 21:25,8:29:42,60,60,100,100,100,100,0
11/10/23 21:25,8:29:43,60,60,100,100,100,100,0
11/10/23 21:25,8:29:46,60,60,100,100,100,100,0
11/10/23 21:25,8:29:49,60,60,100,100,100,100,0
11/10/23 21:25,8:29:52,60,60,100,100,100,100,0
11/10/23 21:25,8:29:53,60,60,100,100,100,100,0
11/10/23 21:26,8:29:55,60,60,100,100,100,100,0
11/10/23 21:26,8:30:00,60,60,100,100,100,100,0
11/10/23 21:26,8:30:01,60,60,100,100,100,100,0
11/10/23 21:26,8:30:02,60,60,100,100,100,100,0
11/10/23 21:26,8:30:04,60,60,100,100,100,100,0
11/10/23 21:26,8:30:08,60,60,100,100,100,100,0
11/10/23 21:26,8:30:09,60,60,100,100,100,100,0
11/10/23 21:26,8:30:10,60,60,100,100,100,100,0
11/10/23 21:26,8:30:11,60,60,100,100,100,100,0
11/10/23 21:26,8:30:12,60,60,100,100,100,100,0
11/10/23 21:26,8:30:15,60,60,100,100,100,100,0
11/10/23 21:26,8:30:23,60,60,100,100,100,100,0
11/10/23 21:26,8:30:24,60,60,100,100,100,100,0
11/10/23 21:26,8:30:25,60,60,100,100,100,100,0
11/10/23 21:26,8:30:26,60,60,100,100,100,100,0
11/10/23 21:26,8:30:27,60,60,100,100,100,100,0
11/10/23 21:26,8:30:36,60,60,100,100,100,100,0
11/10/23 21:26,8:30:37,60,60,100,100,100,100,0
11/10/23 21:26,8:30:45,60,60,100,100,100,100,0
